,Score
PhoKingNick,(-3.0624176971762362+0j)
elfman,(-3.065054500832619+0j)
Bauz,(-3.066832727485818+0j)
Arryu,(-3.0751647845848087+0j)
Wes,(-3.0755670197137093+0j)
ego,(-3.0779112335482246+0j)
Chu12ch,(-3.0789875842175007+0j)
Mugzy,(-3.083154906311907+0j)
Oksoon,(-3.084680569134627+0j)
Lazarous,(-3.0909568845182775+0j)
Derdian,(-3.092859886968292+0j)
Wise,(-3.095079680028121+0j)
Kumi,(-3.0993287604898274+0j)
The Law,(-3.0996219690852573+0j)
dalenu,(-3.106063934674673+0j)
Hilberrt,(-3.1096320005935816+0j)
4est,(-3.1112690787221924+0j)
Dru2,(-3.115328146061068+0j)
CRACKDOG,(-3.1153769895860064+0j)
Chubby Manly,(-3.117033209242215+0j)
Mold,(-3.1211644881248333+0j)
Pickle Stein,(-3.1216796176072243+0j)
BlinkRider,(-3.1227522432079198+0j)
DKPhil,(-3.1240460157977283+0j)
Heimlich,(-3.1245867412711634+0j)
James Jr,(-3.135779659238154+0j)
JasiJ,(-3.137261501608104+0j)
BigB,(-3.1380889214220344+0j)
Corgi,(-3.1403445508074004+0j)
Bachelor,(-3.1468991833460667+0j)
Goobz,(-3.1512665072681294+0j)
WUMPUS,(-3.158043647145769+0j)
Trickey,(-3.15978720829432+0j)
Sur,(-3.160019844614893+0j)
Reeves,(-3.1626233779833806+0j)
PhD,(-3.1646196496147567+0j)
BLG,(-3.1650711164291785+0j)
Marlon Brando,(-3.1653955543923207+0j)
Syrup,(-3.1679247105664943+0j)
Mistaboy,(-3.1679298152010276+0j)
turndownforwalt,(-3.168665452142574+0j)
SerFluffles,(-3.169022551294648+0j)
Hentai Boi,(-3.183271849400389+0j)
Cosymodo,(-3.1866436274712693+0j)
Orange,(-3.1882513258272995+0j)
WiLD,(-3.193427366077369+0j)
BNicks,(-3.198612393932211+0j)
Dahong,(-3.198889682078283+0j)
ghost,(-3.199465144843783+0j)
Kaho,(-3.205680898726257+0j)
Rod,(-3.2091982088523316+0j)
Dindor,(-3.21893653115667+0j)
Santana,(-3.2191894663194414+0j)
FIZIX,(-3.2226995759251302+0j)
Sherb,(-3.2277384334354187+0j)
Walby,(-3.22884612167206+0j)
NatureBoy,(-3.2297316588485083+0j)
Doof,(-3.2317424485062682+0j)
Shrimp,(-3.236891226516459+0j)
NoPressure1,(-3.240796475369658+0j)
NaiKai,(-3.2426582867809666+0j)
dudutsai,(-3.2429031971000413+0j)
battleshock,(-3.246961783639674+0j)
Paradigm,(-3.24785315195565+0j)
Bfox,(-3.247962318694648+0j)
Hypn0tiq,(-3.262899509699105+0j)
Grab,(-3.2629099966893023+0j)
Bhan Bhan,(-3.2653548892860993+0j)
Mucho,(-3.2798180165543975+0j)
Senb0nzakuraKageyoshi,(-3.2833144470310964+0j)
Gr@mps,(-3.2836051763571046+0j)
shotofop,(-3.285731287247615+0j)
Lefty Lewis,(-3.2875386217566893+0j)
New Guy,(-3.291902278282218+0j)
rozpo,(-3.293677771221711+0j)
Midnight Crazy,(-3.2970109362045052+0j)
Blake,(-3.3032862224977793+0j)
Extenderrr,(-3.3034494310850153+0j)
Fizzi,(-3.3067662069245136+0j)
Luppi,(-3.3083428779759503+0j)
CPM,(-3.309021526710719+0j)
Fizz,(-3.311883936276999+0j)
Frame,(-3.3131102474575442+0j)
ASK,(-3.3205523962421424+0j)
Cheese,(-3.3222502106886536+0j)
Dolf,(-3.3229141002356606+0j)
CoatRackPerson,(-3.3235285009596147+0j)
Jmartiles,(-3.3249507346397413+0j)
R&R,(-3.3264030209492166+0j)
c^3,(-3.326563157073462+0j)
CardboardBear,(-3.329037027228993+0j)
Merlin,(-3.3303701542401747+0j)
DiscipleOfBorp,(-3.3377442693402433+0j)
D4C,(-3.3379009169869995+0j)
burr,(-3.3394366943297635+0j)
DudeMatt,(-3.339857882593873+0j)
OverDrive,(-3.342374323434192+0j)
gamarad,(-3.342731188928635+0j)
Vimber,(-3.3451286290033315+0j)
Farthbog,(-3.3460004200500864+0j)
Sigh,(-3.3461066326658866+0j)
Speck,(-3.3478202306462634+0j)
Zerker,(-3.3490452921890315+0j)
HVAC,(-3.3513919597036095+0j)
Saru,(-3.357336920041275+0j)
Omar,(-3.358029903356698+0j)
alan,(-3.366983481582576+0j)
smock,(-3.367491429420957+0j)
Cheif Keif,(-3.3693364649196154+0j)
Turlit,(-3.3722073304434352+0j)
Jaw,(-3.3723497061866543+0j)
JoeCarboxyl,(-3.3797803985448627+0j)
thomas (THOM#706),(-3.3803485717209805+0j)
40oz,(-3.3833223236770573+0j)
TSB,(-3.384302210299209+0j)
Adust,(-3.386077267985658+0j)
Sho,(-3.3877608545717672+0j)
nanacomehome,(-3.3911681675514203+0j)
Yep123,(-3.392000678897276+0j)
el,(-3.3943693946965876+0j)
PizzaGod,(-3.3948923616181554+0j)
geg,(-3.398525889084771+0j)
JimgoGulag,(-3.398973210653023+0j)
Fabe,(-3.400708952968712+0j)
IknowImbadthanks,(-3.401170922203131+0j)
D3lighted,(-3.4029868287846643+0j)
shan3p,(-3.4031278199931982+0j)
Flow,(-3.404223053391763+0j)
dismofo,(-3.4049292974298506+0j)
Jelly,(-3.407059850347099+0j)
Asta,(-3.408048622572131+0j)
MoHummus,(-3.4096224885142368+0j)
Bean,(-3.410552110408652+0j)
Froyo,(-3.4126422569188217+0j)
Camtwo,(-3.414872788211575+0j)
Independent,(-3.4157126806921534+0j)
veggies,(-3.41753675483856+0j)
Cho2,(-3.418193868408566+0j)
Mijusuu,(-3.42087891953355+0j)
kerwinftw,(-3.420998991000916+0j)
Sakura,(-3.4212860911763254+0j)
Ubik,(-3.4220074903060738+0j)
702,(-3.4225720150463084+0j)
Blond Jesus,(-3.423724232751397+0j)
NinthWonder,(-3.4238649702298334+0j)
Marvelboy,(-3.4276020757627723+0j)
buckaroo,(-3.4309809000286453+0j)
HecticMath,(-3.435502610188324+0j)
Perrin,(-3.4379289157951103+0j)
Combustile Lemon Party,(-3.4379995055177845+0j)
Sweat,(-3.4380826515002116+0j)
Pr0jecT,(-3.4385250358792754+0j)
Shrug,(-3.4385542915227223+0j)
Amplas,(-3.439208633633335+0j)
Hulka,(-3.445385204339158+0j)
Teddy Lee,(-3.448779670085795+0j)
SuperY,(-3.449415126537639+0j)
leroydankins,(-3.4542312655796508+0j)
Putter,(-3.454789825246118+0j)
Arslan,(-3.455153302969415+0j)
CaPEM,(-3.4620196554254536+0j)
JeffMaHomey,(-3.4622544357575635+0j)
Ozen,(-3.4635769118087207+0j)
Whisky Wizard,(-3.4640716919112435+0j)
Basik,(-3.4657219537207+0j)
Alboo,(-3.4678765303940553+0j)
TKano,(-3.4692499248289748+0j)
Bébé Lou,(-3.4697102976488634+0j)
dimsum,(-3.4739135013452795+0j)
makoopy,(-3.4745333884826604+0j)
julexis12,(-3.4789204568801866+0j)
Rollover Minutes,(-3.481593913827285+0j)
Nirvana,(-3.4849212299613948+0j)
Hannah B,(-3.4865443387144035+0j)
Tourmi,(-3.4911890896209536+0j)
EG,(-3.495114790739801+0j)
Gladius,(-3.4962752927103677+0j)
DexterousChris,(-3.4970277898740783+0j)
Mook,(-3.4981677197029484+0j)
itchy,(-3.499612991265617+0j)
EnanoGee,(-3.508085084977747+0j)
xlvr,(-3.509350653454884+0j)
Pancake mix.,(-3.518224674319616+0j)
Voltampt,(-3.519412956835395+0j)
zasta,(-3.5247366198779684+0j)
rom,(-3.5288578297008453+0j)
MIGHTY AFRO DIGHTY,(-3.5303976593891626+0j)
Dragmire jr,(-3.532451684945081+0j)
Tovl,(-3.5330970149278187+0j)
Hartha,(-3.5346032754717753+0j)
Ritz,(-3.5407725495679094+0j)
Nemo!,(-3.5417526370868533+0j)
Dformed,(-3.5421541804578482+0j)
Ace4ever,(-3.54236647489088+0j)
Pimpsparce,(-3.5448442888801366+0j)
C15,(-3.546363610338105+0j)
RIF,(-3.5476980332274+0j)
_Boots,(-3.5494764531012954+0j)
Snow Wiener,(-3.5507370561318314+0j)
RewinD,(-3.5522933966859185+0j)
J_LAW25,(-3.5543956498089155+0j)
Friendship,(-3.5553413271078416+0j)
hunter,(-3.558411476399537+0j)
Action Master,(-3.5603332198253392+0j)
Winspear,(-3.5612632651954987+0j)
Kaiser-GL,(-3.5621820540422924+0j)
Zam,(-3.5688422699715616+0j)
erikon,(-3.574632328308855+0j)
phiLine,(-3.577742897514641+0j)
Malch,(-3.583044202591601+0j)
NemosDeadMom,(-3.583956752894141+0j)
Yahiko,(-3.585758922942679+0j)
Sereb,(-3.5879778805376974+0j)
cmona,(-3.591492436273313+0j)
Chuckle,(-3.5921732054538182+0j)
Jordova,(-3.5949526206195275+0j)
freakinsuk,(-3.599548192803902+0j)
Coastward,(-3.6031507920406103+0j)
Andreas,(-3.605321264588637+0j)
rose cat,(-3.6068248613087355+0j)
Sunnyknight,(-3.6084705641088703+0j)
Ez$,(-3.608862159834632+0j)
Juice,(-3.610043260986824+0j)
HighDef,(-3.610902527792468+0j)
OJeezOMan,(-3.6119603334215915+0j)
Loadspiller,(-3.612104634122817+0j)
BeerWaffle,(-3.6135236135594617+0j)
Benz,(-3.6146843892264306+0j)
gas,(-3.614720114506838+0j)
Third Strongest,(-3.616929012419223+0j)
Blufire,(-3.6176210555717905+0j)
Yalli,(-3.617802500413699+0j)
eljhoset,(-3.621766260210295+0j)
Justin,(-3.6304559780196923+0j)
tauntz,(-3.631196943286108+0j)
NoWolfPack,(-3.63145548186562+0j)
bambi,(-3.632375374915835+0j)
TDP,(-3.6325072245468064+0j)
Captain Snacks,(-3.637819159317721+0j)
CuppaJoe,(-3.6390879748917193+0j)
Zack Fair,(-3.639090428372008+0j)
Shu Shine,(-3.6443482616575276+0j)
Fzyx,(-3.6461540449284575+0j)
GUAT,(-3.6465454274582854+0j)
woah,(-3.647446423247317+0j)
J666,(-3.650046589652238+0j)
Lange,(-3.6555994622892385+0j)
Mode,(-3.6583505302505115+0j)
Kered13,(-3.6621576190689122+0j)
Colt,(-3.6635965554974685+0j)
shyguyking,(-3.665111506252261+0j)
Teo,(-3.6675726676938707+0j)
Steech,(-3.6721756302749045+0j)
Hammerface,(-3.6745817253564015+0j)
Crowken,(-3.6768927938235065+0j)
Bund,(-3.6802479343736874+0j)
Trash,(-3.6821312085120974+0j)
WoogieBoogie,(-3.6823686842587326+0j)
Moist,(-3.682698709987129+0j)
maximus,(-3.685323769683347+0j)
Trip Sucks,(-3.6878686081563674+0j)
IHOP Dan,(-3.6899237774051015+0j)
Tribe,(-3.691530763083999+0j)
NKDK,(-3.6956453172606043+0j)
DFU,(-3.6963384493567384+0j)
Uncle Burnie,(-3.7022364916383976+0j)
DestiKnee,(-3.7067918965251847+0j)
OrangeJuice,(-3.7122883635089874+0j)
水流,(-3.7129192854833644+0j)
BadNewsBeta,(-3.7141350805823397+0j)
Braf,(-3.715042286377429+0j)
HomelessTom,(-3.7153207854197+0j)
SLIM AL,(-3.716290500166275+0j)
Bag$,(-3.7185224820490657+0j)
phoenix2448,(-3.7209510957440353+0j)
MFS,(-3.727696512758116+0j)
ferns,(-3.7280732002373798+0j)
BubuSnoWy,(-3.7324148720008665+0j)
White Kevin,(-3.732414872000867+0j)
Busy Boi,(-3.735764069527577+0j)
"Moy 5'6""",(-3.7377963797511384+0j)
Jonesy,(-3.737945247091382+0j)
Glen,(-3.7399668739670777+0j)
Bureaucraat,(-3.7425050054276525+0j)
Ratt,(-3.743772126144097+0j)
kazah,(-3.7446716392321324+0j)
Lilo,(-3.7472313847377725+0j)
Mist,(-3.750103893532046+0j)
Sourdough,(-3.753970817278605+0j)
DoggoWithABloggo,(-3.7593080098632417+0j)
Royce,(-3.7603892069330516+0j)
jongle,(-3.760802206540288+0j)
NawG,(-3.761475655999374+0j)
nocito18,(-3.761547062531622+0j)
Boyz II Mensch,(-3.761547062531624+0j)
Notparis,(-3.7622364121546648+0j)
Benjie,(-3.769391532176653+0j)
Squishyy,(-3.771803176073779+0j)
Ray,(-3.7731292130198724+0j)
shug,(-3.775229304242302+0j)
Lilman,(-3.779682078937755+0j)
DxRed,(-3.7837244461967825+0j)
LiLMark0,(-3.7850863786209468+0j)
Faceoff,(-3.7918440358330248+0j)
Pappi,(-3.7928266940141455+0j)
Strat?,(-3.79455770200798+0j)
Stevenator,(-3.7956051787401113+0j)
Charmander,(-3.796074149826169+0j)
NSPV/Berk,(-3.797636779182892+0j)
boyo,(-3.7981417639181343+0j)
Fairy,(-3.802515496537641+0j)
Rayd,(-3.8053981709190943+0j)
Michael Galint,(-3.8067452738046796+0j)
Sabz,(-3.8076106603262705+0j)
Fumsa,(-3.8155525353459474+0j)
Sledge,(-3.815745676874725+0j)
Cith,(-3.818467947600565+0j)
EzTag,(-3.8186146412053343+0j)
smed,(-3.8186655615971077+0j)
AYT,(-3.82090453299274+0j)
KlunkyMonkey,(-3.820926761584266+0j)
pepino de mar,(-3.828392803153614+0j)
Rabbitalex,(-3.833408167548324+0j)
Rivers,(-3.838852986452604+0j)
Brey,(-3.8390901298867317+0j)
SkyDive,(-3.841079524920996+0j)
Pengua,(-3.842043883853677+0j)
Casual_Flasual,(-3.842112918452762+0j)
Gemini,(-3.845091590635576+0j)
BATTS,(-3.846478300381781+0j)
Lars,(-3.8465889598800724+0j)
Starving,(-3.84994761017669+0j)
pink305,(-3.852206199783515+0j)
Desmindo,(-3.8533380459953084+0j)
Fatnose,(-3.858333257028663+0j)
Splendid,(-3.8651538505261414+0j)
Skweejji,(-3.8653128538739585+0j)
Ryder,(-3.8662396635833414+0j)
Goose master,(-3.86776898287315+0j)
Telepathy (TELE#804),(-3.8677824887799366+0j)
lambs,(-3.8679338127821663+0j)
Tafokints,(-3.8681547511360037+0j)
Dwin,(-3.868363309480104+0j)
terminatorslayer420,(-3.8695382818366397+0j)
Jake H,(-3.8759531822485114+0j)
BRamZ,(-3.8787817579443544+0j)
Dio,(-3.879748089955945+0j)
fart snort,(-3.8825232981085476+0j)
Boyo,(-3.8837389330037744+0j)
TheMexFactor,(-3.886039808464478+0j)
Bungwipe,(-3.8892303322849617+0j)
Clackers,(-3.8911048630651575+0j)
Yinja,(-3.891511248885774+0j)
Jiro,(-3.893059133415713+0j)
Meechman,(-3.897126274448887+0j)
HsuChef,(-3.8978014488837402+0j)
Sazeny,(-3.9020504270332372+0j)
BIG AL,(-3.9031701795717124+0j)
Bobbybanana,(-3.905453479148684+0j)
JakeBake06,(-3.91260404806109+0j)
BGD,(-3.9135330519483214+0j)
cilantro,(-3.914433508323688+0j)
OT Eric,(-3.9168442919505653+0j)
YelloCake,(-3.92195843403299+0j)
Schuetz & Ladders,(-3.9232492389437166+0j)
HomingBeacon,(-3.924815239319583+0j)
Zagnes,(-3.9295236491645684+0j)
Kaptinkillem,(-3.9340062650732213+0j)
flac,(-3.936953290084328+0j)
Kale,(-3.944008304196427+0j)
Mova,(-3.94653631621407+0j)
Drowsing,(-3.946726142124634+0j)
Ikea,(-3.9485562660680804+0j)
Takeshi,(-3.9494796581923217+0j)
Loscar,(-3.955645516316457+0j)
Mexican  Spongebob,(-3.956723397388868+0j)
Dist,(-3.9582495133442355+0j)
Brian,(-3.9591154691616177+0j)
ChiliRex,(-3.961075235477818+0j)
Guerrilla Tiger,(-3.9617550440048115+0j)
Dr. Girlfriend,(-3.9685853164905724+0j)
SoupOrJuice,(-3.973252498214142+0j)
Woof,(-3.974122213132528+0j)
Uncensored JAV,(-3.9782855226827296+0j)
Foxma,(-3.9822856956204213+0j)
Taterthot,(-3.9834574818009827+0j)
JimboJet,(-3.985148572916031+0j)
BonsaiWarrior,(-3.9880688679518084+0j)
Jung,(-3.991338810460711+0j)
Synergy,(-3.9914783824029314+0j)
SaggyStardust,(-3.995419284722537+0j)
Lemon,(-3.9954398504026836+0j)
manegaa,(-3.997502582448703+0j)
MrG,(-3.9976749064900297+0j)
Jc_Chill,(-3.998434948658902+0j)
Sokokopuffs,(-3.9995003580586435+0j)
Pengie,(-4.00186773315521+0j)
MaybeBrady,(-4.00407024065854+0j)
The Fury,(-4.0062465520333035+0j)
Nordecai,(-4.006284969898635+0j)
yuk,(-4.006653624851115+0j)
Kang96,(-4.012145398660595+0j)
Luckstruck9,(-4.012226851003175+0j)
Secondhand Clam,(-4.013582774495121+0j)
Croakier,(-4.015636901348228+0j)
PYR,(-4.017259350056181+0j)
Yellow,(-4.021620122468318+0j)
NickyB,(-4.025183023414388+0j)
Charlie Wu,(-4.027371025049435+0j)
chickncup,(-4.0282477032272+0j)
barrybonq,(-4.029451050888736+0j)
Sunrise,(-4.034616315236145+0j)
Yeniths,(-4.035634944417097+0j)
Hert,(-4.035812745061596+0j)
Bosh,(-4.036035688408108+0j)
SwanDawg,(-4.036401948735971+0j)
0dysseus,(-4.03786832969414+0j)
KoZ,(-4.03896453004558+0j)
YanYan,(-4.043926734762482+0j)
GdaddyOverlord,(-4.052189602925853+0j)
slickah,(-4.052487554826421+0j)
General Buttnaked,(-4.053121611955974+0j)
Giygas,(-4.055731433217993+0j)
JetFall,(-4.05576779820862+0j)
lil gamestop booty,(-4.056050978570168+0j)
Browningtons,(-4.0585733943651405+0j)
Vert,(-4.059288792950025+0j)
Possum,(-4.05964627327556+0j)
murrmurr,(-4.065394922059534+0j)
Misst,(-4.067831232939871+0j)
Egg,(-4.070067104160277+0j)
Gormful,(-4.073964628100003+0j)
Telechubby,(-4.075074138244776+0j)
JohnnyEucz,(-4.07530352500387+0j)
TheGreatDabsby,(-4.081810184304529+0j)
Slips,(-4.082301800668331+0j)
Pomegranate,(-4.0850545924850685+0j)
LuckTakeSkill,(-4.085222687464047+0j)
Winky,(-4.085822295510119+0j)
Kirkas,(-4.086378389726808+0j)
Bird,(-4.087873333787436+0j)
deathpie,(-4.089020997615288+0j)
wrong way wally,(-4.0891878706131655+0j)
"Alter, digga",(-4.091633018705473+0j)
Seke,(-4.093580972130267+0j)
Braindead,(-4.095069398860758+0j)
Ventriloquist1,(-4.095914777780596+0j)
Skuxxyy,(-4.096160062358668+0j)
Markoto,(-4.096599202258918+0j)
1%,(-4.096966278045058+0j)
Chibi,(-4.097730147881649+0j)
Trainer Olaf,(-4.098941147517143+0j)
Bagels,(-4.102047203043394+0j)
Condor,(-4.103539681506515+0j)
Slifer,(-4.106428057964289+0j)
dalbald,(-4.108413745963347+0j)
Irv,(-4.1092772473188335+0j)
Inka Dinka Doo,(-4.115671559222132+0j)
Megi,(-4.117432271495541+0j)
DJ. Dickdown,(-4.12801774544792+0j)
MRSAlezz,(-4.129034559367669+0j)
Sweetheart,(-4.130904650697938+0j)
Lanceinthepants,(-4.136180171762488+0j)
Gtown_Tom,(-4.136277958274464+0j)
PTK,(-4.143984307577178+0j)
ross7alex,(-4.144849160795588+0j)
Derpington,(-4.147117377075071+0j)
Skinny,(-4.14743948321571+0j)
ohsnaplol,(-4.153029200098498+0j)
Big Doinks,(-4.1635369215097615+0j)
Dorizzle,(-4.169196834750213+0j)
Wiseclown,(-4.172171999882842+0j)
Jamrun,(-4.172256257778528+0j)
w8sec,(-4.174383951722993+0j)
Ott,(-4.178384986938437+0j)
has been disqualified.,(-4.180682805591751+0j)
Twist,(-4.182246992988299+0j)
Seen,(-4.183786981456261+0j)
imgnadrgn,(-4.192470202543568+0j)
SneakyPotato42,(-4.195519753478539+0j)
Jeandolla,(-4.1956288990524095+0j)
Live Wire,(-4.196157864660249+0j)
R-WEN,(-4.1965476003524005+0j)
futilejoyrider,(-4.198489136411203+0j)
Amok,(-4.202207422983862+0j)
MMX,(-4.205854551472107+0j)
Hancho,(-4.213330743337791+0j)
Soul,(-4.218670572071958+0j)
Seltzer,(-4.224108640426299+0j)
Cruelty,(-4.226374243428016+0j)
Haru,(-4.227335092621105+0j)
Slug,(-4.229759992719518+0j)
Kim$$$,(-4.235359102456169+0j)
Andu,(-4.235417839841736+0j)
Safe,(-4.236320865848879+0j)
Absentminded,(-4.23632086584888+0j)
delta,(-4.236461379287747+0j)
BigDK,(-4.23730936846551+0j)
Meeks,(-4.237791149544599+0j)
Miami,(-4.241331853797955+0j)
Raj,(-4.241364840281596+0j)
Kaizen,(-4.242394307698704+0j)
Dro,(-4.245511645398314+0j)
Salt,(-4.249215498098238+0j)
Braille,(-4.252580277919572+0j)
Logos,(-4.2551362451783525+0j)
Ashkon,(-4.2622748610785886+0j)
Nugget,(-4.264245877823666+0j)
Blizz,(-4.26580874170286+0j)
SaltySam,(-4.275150989502081+0j)
Clay,(-4.27681202955964+0j)
Yung Leff,(-4.283167639159823+0j)
Homie Nick,(-4.294889505002496+0j)
DrossSylph,(-4.295443627783843+0j)
Cucumber,(-4.298539953432492+0j)
Krisspear,(-4.303540919005962+0j)
Timmy-P,(-4.305322306492811+0j)
Party Poison,(-4.312053109483996+0j)
Butterscotch,(-4.312214954105094+0j)
Trent's Falcon,(-4.312539266503951+0j)
BP,(-4.314111288427361+0j)
TY,(-4.315708763120066+0j)
Moses,(-4.320434583170273+0j)
Hunt,(-4.322647214250299+0j)
g-su,(-4.327043291409364+0j)
Starsoldier,(-4.32988333542486+0j)
JoeySweatpants,(-4.330108571493533+0j)
D_Lidz,(-4.332068635315409+0j)
Parzival,(-4.33387122928665+0j)
jarm,(-4.3395931355653445+0j)
KRG,(-4.34006426288003+0j)
HoneyBadger,(-4.340873869311631+0j)
Mr.E502,(-4.341748041362944+0j)
AsianMenace,(-4.349681466899811+0j)
poodleskirt,(-4.350618283655161+0j)
iKrager,(-4.351807209660965+0j)
v0re,(-4.352698191738101+0j)
Vicci,(-4.3559079997389025+0j)
Teabag GOD,(-4.36059322075158+0j)
nicklebackair,(-4.3631379386114215+0j)
cream,(-4.367755807427095+0j)
DrinksOnMe,(-4.368658661873675+0j)
Wirsun,(-4.368976427519433+0j)
Neil,(-4.370569316821932+0j)
Zebra,(-4.371884267561519+0j)
Albatross,(-4.374428067436066+0j)
BoyNamedCrow,(-4.374848280725432+0j)
Pasta Daddy,(-4.374917306565427+0j)
Oleyy,(-4.379861588323495+0j)
Maher,(-4.380454359544257+0j)
Jtk,(-4.3807976375078415+0j)
SpikeyMike,(-4.381778356335687+0j)
Nickmcwett,(-4.386158218338128+0j)
Astro!=,(-4.388676294026299+0j)
ppmd'sleftnut,(-4.389330812731444+0j)
notsocrazy,(-4.3928424593637505+0j)
Craig Pelling,(-4.394356910931305+0j)
Knight1111,(-4.404456366084308+0j)
Eon,(-4.405977600465002+0j)
spleens,(-4.411936310000313+0j)
LazyDo72,(-4.414017647929583+0j)
Naps,(-4.415279603492129+0j)
FoxHyode,(-4.416992973433941+0j)
Brimp,(-4.419282169966807+0j)
Junco,(-4.420113146142757+0j)
LAltoRagazzo,(-4.420900265245877+0j)
FormerlyMidwestballz,(-4.4210859526537485+0j)
Gut,(-4.42455451486848+0j)
BroChill,(-4.424786353225448+0j)
Malex,(-4.425763472497067+0j)
Rentoraa,(-4.42698137567922+0j)
Giz,(-4.429659304279494+0j)
33 toes,(-4.431030716146758+0j)
Derps,(-4.431547351878442+0j)
Yeti,(-4.438714726232186+0j)
Redoxking,(-4.438944254679053+0j)
Cheezus,(-4.440635790250326+0j)
JFD,(-4.443361465362406+0j)
Ruka,(-4.443616023490051+0j)
Masa,(-4.445298433500017+0j)
BluntSucker,(-4.445477854575933+0j)
Omzy,(-4.4463002533365446+0j)
fatnomen,(-4.4526155443094675+0j)
Frodan,(-4.455400569376568+0j)
gushi,(-4.457381420359738+0j)
gooby pls,(-4.457695925789021+0j)
Scrubfish,(-4.4607626804469716+0j)
Pewqazz,(-4.46271320222867+0j)
maya,(-4.463782955365801+0j)
totally butts,(-4.464082712566967+0j)
Tips,(-4.466693734760238+0j)
Z33T,(-4.466772447453171+0j)
Helmet Boi,(-4.468282193906594+0j)
Pancho,(-4.469167311942873+0j)
BlankFool,(-4.470950050681412+0j)
Full Mast,(-4.472006617760802+0j)
Tan,(-4.472972168835568+0j)
Karnage,(-4.475028942337307+0j)
Neenor,(-4.475830472427292+0j)
G-race,(-4.478667428396738+0j)
Cyzs,(-4.47925802366916+0j)
Moist Pants,(-4.479945897276564+0j)
StatusKuo,(-4.480783734737448+0j)
Nasty,(-4.481394600242797+0j)
T6nk,(-4.484525858453562+0j)
ProGamer Niko,(-4.484565749357384+0j)
Tommy,(-4.487049772992902+0j)
Slurm,(-4.488096098961813+0j)
Art Vandelay,(-4.489215442362015+0j)
Acuity,(-4.492214867761011+0j)
BPow,(-4.493274039163511+0j)
Red Sheik,(-4.493400798695014+0j)
Drewx2,(-4.494863268343244+0j)
island,(-4.4993297615279255+0j)
Jesusssocks,(-4.5008554281573305+0j)
aemata,(-4.506282653011953+0j)
Pradagyy,(-4.506619780938025+0j)
Chadrick The Wise,(-4.508323392445708+0j)
DoomWarrior,(-4.508947720276493+0j)
Keys Open Doors,(-4.508995854036736+0j)
Haunted_X,(-4.510024063469819+0j)
Fatz,(-4.510503075500967+0j)
DGO,(-4.51349630851174+0j)
Black Mario,(-4.513547114793904+0j)
Revolver,(-4.517043071733543+0j)
JDip,(-4.520043176905245+0j)
Chuck,(-4.521980467360493+0j)
The Dark White,(-4.522052628122726+0j)
JohnnyBahama,(-4.527117450401958+0j)
xaM,(-4.527624309952884+0j)
Weston,(-4.527663773953722+0j)
Wasp,(-4.5286934350881864+0j)
kitmonchan,(-4.528890972800905+0j)
Pretzl,(-4.529499593445059+0j)
pregnantand16,(-4.531472371944432+0j)
Geistermann,(-4.53502392852015+0j)
GreyArsenic,(-4.5355326990499245+0j)
duncc,(-4.537684514224219+0j)
Galvanize,(-4.537945968486179+0j)
Daze,(-4.537974913654336+0j)
sarinomu,(-4.538683990161194+0j)
Skips,(-4.538792259947629+0j)
Pawn,(-4.5406536748160935+0j)
Tyuip,(-4.543587385782798+0j)
Blackstar,(-4.5440734329128265+0j)
Chef Daddy,(-4.544392287965796+0j)
nomaD,(-4.544392287965798+0j)
Ysbryd Mawr,(-4.544525619033365+0j)
Snacks,(-4.545251242429594+0j)
nytcrawler,(-4.546025992954296+0j)
Jergin,(-4.546850018893421+0j)
Ziggy,(-4.546877300464953+0j)
aLow,(-4.547122460017497+0j)
gdaddy,(-4.54782476455701+0j)
El Niño,(-4.550417649392347+0j)
Evans,(-4.550865234380038+0j)
Grvty,(-4.551131487062425+0j)
Nick Fanta,(-4.55132157126901+0j)
Malart,(-4.552821089018371+0j)
D_FFY,(-4.553778289944976+0j)
Yuzu,(-4.553984010527934+0j)
Skull 5,(-4.554011614490598+0j)
Titanio,(-4.558491394871871+0j)
FrijolesBayos,(-4.558491394871873+0j)
Blankets,(-4.560315600936304+0j)
Gordman,(-4.561354711503273+0j)
Beej,(-4.563258383306274+0j)
The Beastly E,(-4.5633834006079095+0j)
frankerj,(-4.563578808245102+0j)
Deuceswild21,(-4.56389412643576+0j)
Nike,(-4.564086156844598+0j)
Trivago,(-4.5647212217137385+0j)
Captain Puff,(-4.566487809801809+0j)
surf's up. hail satan.,(-4.5675232971438895+0j)
Quasimoto,(-4.570774351070234+0j)
Tam,(-4.570884268405687+0j)
Polo,(-4.571974336940991+0j)
Dr. Sage,(-4.574791326629656+0j)
PN,(-4.576892772607731+0j)
bangiras,(-4.577794234361096+0j)
Blowfish,(-4.580147631135155+0j)
Fat Chance,(-4.58110033332929+0j)
Shambleer,(-4.581916897690666+0j)
Traplord,(-4.582861199696968+0j)
winglord,(-4.5832516554111375+0j)
Soda,(-4.585828990844777+0j)
Silky,(-4.586236826911071+0j)
Awkward Seal,(-4.586989470322588+0j)
moose878,(-4.5874874176948985+0j)
Coptic,(-4.588476882545939+0j)
Skib,(-4.589286814694372+0j)
SpideyJ,(-4.5924667664551535+0j)
YEET,(-4.592705310889059+0j)
Erik,(-4.592755966066576+0j)
