,Score
Ramrow,(-4.16288975366777+0j)
5Grain,(-4.164329303936337+0j)
Hunt,(-4.171863816363613+0j)
ScoBack,(-4.173385554460061+0j)
Ultimitus,(-4.178817150586868+0j)
Tallanky,(-4.179416424751015+0j)
k2pichu,(-4.181146832011216+0j)
and Hobbes,(-4.183857171908248+0j)
Joey Donuts,(-4.18437099488375+0j)
WesternTank,(-4.1853973664349295+0j)
Fawger,(-4.185427598723711+0j)
MelonPop,(-4.1871646572620485+0j)
Dane,(-4.18724375588941+0j)
Nick,(-4.197930408883815+0j)
El Niño,(-4.198063721218607+0j)
Knight,(-4.199580079606514+0j)
MDMA,(-4.199716510216946+0j)
Vaporwavedash,(-4.200059507784855+0j)
FlashBombTheGepgun,(-4.2063839661581985+0j)
Lama,(-4.208282359516268+0j)
Mäjoras,(-4.21559594902415+0j)
:/,(-4.220152206610866+0j)
JoooooJ,(-4.224039538060874+0j)
BlackBart,(-4.228939003289156+0j)
CopyCat,(-4.230732246499122+0j)
ECHOnce,(-4.234908762023658+0j)
NVTS,(-4.236616232652814+0j)
Perfect_LifeForm,(-4.238441572617849+0j)
Magnum,(-4.239091087137341+0j)
Dextrous Devil,(-4.241622231415546+0j)
SpicyTime,(-4.244476810603155+0j)
Jimothy,(-4.245913515840976+0j)
OMNI,(-4.246048641434815+0j)
MalcoDaFalco,(-4.2467940108072515+0j)
IndoAznBoy,(-4.248722031097601+0j)
meleesadposts,(-4.250414188933459+0j)
Lionheart,(-4.252998764785802+0j)
chenboy3,(-4.253730321339383+0j)
Gumble,(-4.254384872805264+0j)
SexyManStan,(-4.259599251802321+0j)
spiegel,(-4.262415520449775+0j)
Master J.J.,(-4.263723858726306+0j)
Rocky Chongo,(-4.267189774996117+0j)
The Captain,(-4.269408576501625+0j)
Milkguy00,(-4.269905525176912+0j)
Jussy,(-4.2701387087421665+0j)
DacheezWiz,(-4.271406288466652+0j)
Hacky,(-4.278861634793678+0j)
Ezzie,(-4.279145027796806+0j)
[slamwich],(-4.282108491330214+0j)
Nogh,(-4.286051994209375+0j)
Absolome,(-4.2879480001846915+0j)
Zunguri,(-4.294543930431557+0j)
Tonic,(-4.297809722493214+0j)
BlackIce,(-4.298230344115969+0j)
KEYKAY,(-4.29975713520075+0j)
CriminalScum,(-4.300847391250085+0j)
shotofop,(-4.303246293860401+0j)
justkallmekai,(-4.303374442638777+0j)
Slimy,(-4.303890434206371+0j)
Mewch,(-4.305308976993115+0j)
DingusPunch,(-4.306509299454536+0j)
Voyager,(-4.306721958773311+0j)
kuko,(-4.311054692431191+0j)
Centipede,(-4.313461816732669+0j)
NANI,(-4.315759703691394+0j)
Export,(-4.316599664335426+0j)
Vann Allen,(-4.316606690389713+0j)
leroydankins,(-4.316902158580222+0j)
Jada,(-4.317076471263307+0j)
TheFern,(-4.3195223756641585+0j)
Winmil,(-4.320008842046576+0j)
Vanilla,(-4.324679638989521+0j)
shinytautology,(-4.331595118917777+0j)
loveswater,(-4.335015414410756+0j)
Ass Dan,(-4.336115196090673+0j)
GooseWithSocks,(-4.3367732475850485+0j)
Leg0,(-4.337216186605621+0j)
stickman,(-4.33886821117359+0j)
Emblems,(-4.339149918611207+0j)
B Side,(-4.343796682314551+0j)
Raid,(-4.344354356860294+0j)
Obama,(-4.345943408099991+0j)
Geno,(-4.346524414541465+0j)
Tranmobile,(-4.346787674829528+0j)
Jimmy Johns,(-4.3481826118345195+0j)
SOD,(-4.349637819380273+0j)
YoungBlood,(-4.352667731792482+0j)
fern,(-4.353358145720765+0j)
Coconut Daniel,(-4.354771724544945+0j)
Jaykerb,(-4.355268323789187+0j)
Dad Nuggets,(-4.356776695148346+0j)
RICK,(-4.357342334493527+0j)
PHrez,(-4.358197906865258+0j)
JMK890,(-4.358276584775392+0j)
Greed,(-4.359403189748052+0j)
Yoshi,(-4.363055233302555+0j)
JIAH,(-4.3686503673200425+0j)
Moonbeam,(-4.370267888233783+0j)
Genlife,(-4.371475973431423+0j)
dRage,(-4.372233954412858+0j)
Graviti,(-4.374270574987628+0j)
Joker,(-4.374395494769156+0j)
Lunar,(-4.3747805443061285+0j)
Hobbit,(-4.374820563996807+0j)
Clean,(-4.375148594878925+0j)
Raiden,(-4.3758309133947+0j)
JEPR,(-4.376158308736763+0j)
FATHER,(-4.378641305739054+0j)
RedMist,(-4.3791540115240535+0j)
brak,(-4.380737782207617+0j)
Ranger Mike,(-4.380761580573832+0j)
Beardelzebub,(-4.380913085324018+0j)
Rubberdougy,(-4.3809130853240195+0j)
Bane,(-4.381859982273451+0j)
Master Cringe,(-4.382092514370586+0j)
Fossil,(-4.382528148821736+0j)
RawBerry,(-4.382852167819357+0j)
EonNite,(-4.384157370971656+0j)
Trigger,(-4.386119828527149+0j)
AngelWing,(-4.386744233690824+0j)
Frontstab,(-4.387656526896648+0j)
!nverse,(-4.3894416473663+0j)
Rascal,(-4.389720787401695+0j)
wavves,(-4.389879726842763+0j)
Maya<3,(-4.3900787115215785+0j)
bees,(-4.39113178839612+0j)
Rumi,(-4.391704157012855+0j)
JZilla,(-4.392368308133755+0j)
loss,(-4.394444184929149+0j)
mehninja,(-4.395027772135619+0j)
BooRadl3y,(-4.397548197657135+0j)
Chris++,(-4.397751479978947+0j)
blanderson,(-4.397995576625912+0j)
Capn Phipps,(-4.398122250083601+0j)
Humus,(-4.3990451056512+0j)
Quid,(-4.399186525181326+0j)
Mihijito,(-4.39937218397363+0j)
Enjoy,(-4.40109720173758+0j)
Tucker,(-4.401114772290137+0j)
Kanda,(-4.402675235469251+0j)
VeTT,(-4.403714113330264+0j)
gerg,(-4.404094590970586+0j)
Hood Milk,(-4.404165601405165+0j)
Banffi,(-4.405741903097996+0j)
Petra,(-4.4059549443493395+0j)
Galeforce,(-4.409005913805383+0j)
Sunflower,(-4.410033955781226+0j)
Leodoodlik,(-4.411682061078204+0j)
Anarchy Gal,(-4.413112068313082+0j)
Babaganoush,(-4.413815029016574+0j)
Colonel Claw,(-4.413853097871077+0j)
Sock,(-4.416081048008701+0j)
Cheif Keif,(-4.416355218975952+0j)
shan3p,(-4.4171290322503935+0j)
MugMan,(-4.418715022324445+0j)
pfffft,(-4.419018589529175+0j)
babygotbackup,(-4.419522244082844+0j)
Chef On A Field,(-4.419707297238284+0j)
smuffy,(-4.4202673529467384+0j)
ziriam,(-4.420650031025864+0j)
BluPrint,(-4.4207280620345974+0j)
ZasteR,(-4.421757076231008+0j)
Burrhe,(-4.421929922183915+0j)
Bruce,(-4.423208476762177+0j)
Myster-e,(-4.424063128752235+0j)
Kimchi,(-4.424319018930163+0j)
Scorpiator,(-4.424942367333762+0j)
BeefLingerie,(-4.425547546421301+0j)
Palaver,(-4.426595697295803+0j)
oso,(-4.427086638562107+0j)
ButterJiggy,(-4.427419450952645+0j)
Salvo,(-4.427440572009373+0j)
Wings,(-4.427787510449552+0j)
TDawg,(-4.428454027745047+0j)
linuxturbo,(-4.428695501031722+0j)
HanDolo,(-4.430648338570868+0j)
Donezo,(-4.4311969703215714+0j)
FoxHyode,(-4.4314788591195216+0j)
Soulless Man,(-4.432136267519966+0j)
Oven,(-4.432175451130508+0j)
MAV,(-4.433413801808523+0j)
Mode,(-4.434496849267765+0j)
SieGe,(-4.435055768924201+0j)
CPM,(-4.435206410179487+0j)
TM87,(-4.436516828009073+0j)
k,(-4.436988442468259+0j)
Doughnut,(-4.437764282189048+0j)
Hook,(-4.438274612107287+0j)
Tekashi,(-4.438510499353437+0j)
Dalorick,(-4.438559045418701+0j)
AnotherOne,(-4.439428589997926+0j)
Chazlie,(-4.4409736477257225+0j)
Spell,(-4.441861599231576+0j)
DreadlockJesus,(-4.442373562025802+0j)
Blackstar,(-4.445080011032257+0j)
TastySnax12,(-4.445181735778956+0j)
DHeck,(-4.445640644918652+0j)
Reesey,(-4.44834876696294+0j)
Jet,(-4.448398498652445+0j)
Jawes,(-4.448439763166689+0j)
Monty,(-4.450647287525167+0j)
FP,(-4.451106148165485+0j)
SBA,(-4.4530908219334995+0j)
Space,(-4.454094561912199+0j)
Doug,(-4.455296656771002+0j)
AtomicBallsack,(-4.455495323329271+0j)
sludge-,(-4.456402899656878+0j)
Lu-Ez,(-4.45758989469508+0j)
Dalln,(-4.457646737989247+0j)
Beastly,(-4.457877874349947+0j)
Alta,(-4.457877874349949+0j)
Dazzleberry,(-4.458142015651493+0j)
Kushington,(-4.458481131132105+0j)
0rangeSoda,(-4.4588171238937235+0j)
Razz,(-4.458817123893727+0j)
BirdPerson,(-4.459167441563206+0j)
SaltySam,(-4.4593540086938015+0j)
Farmstink,(-4.4595536933817455+0j)
hehexd,(-4.460088542788434+0j)
Sir Dax,(-4.460412689821045+0j)
20PcMcnugget,(-4.461633969260415+0j)
Baconator,(-4.462712650549454+0j)
Pomegranate,(-4.46442299127416+0j)
RJ,(-4.465091481710139+0j)
Shottyguns,(-4.465163673356519+0j)
Mr. Fingers,(-4.465408425627372+0j)
Jr.,(-4.466873868734498+0j)
Char,(-4.4669736501172315+0j)
Golondrin,(-4.467173574725761+0j)
DrPepperStud,(-4.468896050408038+0j)
¡Delicioso!,(-4.468896050408038+0j)
Vladimir Leffen,(-4.470794246140831+0j)
R2,(-4.472606058332893+0j)
ZG_FenRir,(-4.4747000784892075+0j)
Baithoven,(-4.474957164410582+0j)
Austyp,(-4.475542251531458+0j)
BIG GREEN,(-4.476597291427837+0j)
PolarBear,(-4.478132886958866+0j)
TGMarioMain,(-4.481022765699337+0j)
OoOoKillem,(-4.482490840628768+0j)
Frogbin,(-4.4838803422853255+0j)
Toby,(-4.484010731392432+0j)
Huma,(-4.4849422359721505+0j)
EightBitTaco,(-4.486802084792613+0j)
Arbeder,(-4.487513524415266+0j)
Rod,(-4.490150629518481+0j)
Briggs,(-4.49023753888357+0j)
Fluxx,(-4.490249058497608+0j)
DeliciousOctorok,(-4.491333762776172+0j)
pompom,(-4.4915007083438425+0j)
ZOMB34N,(-4.493240499432521+0j)
Luigi Board,(-4.493473714960647+0j)
Mold,(-4.49383135035677+0j)
zomgwtfdqbbq,(-4.4941857763297675+0j)
EeVee,(-4.494648505051726+0j)
Kwang,(-4.494838955302832+0j)
tim,(-4.495546409427854+0j)
Dunka,(-4.495912325322212+0j)
Tron,(-4.496167794531501+0j)
Corregret,(-4.496279471204853+0j)
sofabear,(-4.497861907417898+0j)
PG-13,(-4.49897451804682+0j)
Yaya,(-4.500219134230007+0j)
IronLazer4096,(-4.5012420796764925+0j)
AnkL,(-4.505390990228846+0j)
oceanvalley,(-4.505390990228846+0j)
C42P,(-4.506767256821248+0j)
KID Ay,(-4.5083759010497335+0j)
KillerBee,(-4.509102824165791+0j)
FatPikachu,(-4.509292970751704+0j)
Treeaye,(-4.509774834415562+0j)
WZT,(-4.510004280108864+0j)
Dacacia,(-4.51012690291404+0j)
moi,(-4.510333385491688+0j)
Swankeaboo,(-4.510904143959415+0j)
Kaiju,(-4.510995255325988+0j)
Uncle Burnie,(-4.511690290511975+0j)
Drago,(-4.511705716726555+0j)
Stormcloud,(-4.511712044912234+0j)
Sgt. Snuggles,(-4.512659641013971+0j)
RubberChicken,(-4.514114312805588+0j)
island,(-4.514199684491799+0j)
spooky,(-4.514731588521187+0j)
stif,(-4.516574887681303+0j)
CONSCRIPT,(-4.516607731651357+0j)
GeneralNefarious,(-4.51669652551786+0j)
Cabrid,(-4.517718475825509+0j)
Stranger,(-4.517919572278656+0j)
MatZam,(-4.51832908292125+0j)
Dr. Greenthumb,(-4.520285384807145+0j)
Orca,(-4.52126324191435+0j)
HD,(-4.521418684614744+0j)
MoonChild,(-4.524425229590701+0j)
Weenie,(-4.524804200193576+0j)
Edgar,(-4.525920084859218+0j)
ATD,(-4.528666734948003+0j)
Dogby,(-4.5308492039368256+0j)
Pollen,(-4.531435751194297+0j)
llama,(-4.531609366954364+0j)
Hetamaaj,(-4.531779043134561+0j)
Snitches,(-4.532125582924859+0j)
Diceroll,(-4.532229974720338+0j)
Corasaur,(-4.5322965775790065+0j)
Somers,(-4.532530676075222+0j)
Mael,(-4.534073276159983+0j)
Fart Garfunkel,(-4.535820762843146+0j)
NickyP,(-4.537667037799742+0j)
MasterFlex,(-4.540340253810105+0j)
Xanatos,(-4.542355713596639+0j)
Zapkido,(-4.542396742719399+0j)
shoepants,(-4.544726520758705+0j)
Makin Bacon,(-4.5458408845994995+0j)
Penance,(-4.545933499005491+0j)
Pizza,(-4.546134256680646+0j)
Lethargic_Moose,(-4.546479971906493+0j)
Cadabra,(-4.54678219830957+0j)
diplomatt,(-4.547021814654717+0j)
Coleslaw,(-4.547837482569218+0j)
2zhangzz,(-4.548426385225232+0j)
CupNoodlez,(-4.550361172094082+0j)
Redox,(-4.550361172094084+0j)
We123Richard,(-4.5515678288791594+0j)
Frigo,(-4.551936838754293+0j)
Polvo,(-4.551936838754295+0j)
tvomusic,(-4.552070180416181+0j)
Emperortaco,(-4.553282642081833+0j)
Sweets,(-4.5535963713289975+0j)
KaiKwonDo,(-4.55411139983578+0j)
SleepyZ,(-4.554227217889442+0j)
Sega,(-4.554683459671824+0j)
DxRed,(-4.55495627317828+0j)
StickyDaki,(-4.555448796898395+0j)
Rando Calrissian,(-4.556258171968023+0j)
zinja,(-4.556392243735541+0j)
Carl,(-4.556435926391405+0j)
Nico,(-4.55718033692353+0j)
JPEG,(-4.557515166911752+0j)
Niky Kovalski,(-4.55801521656209+0j)
Unknown Player,(-4.559902175939952+0j)
Jbags,(-4.560007232675227+0j)
jabobster,(-4.560283885960107+0j)
PornAddict McGee,(-4.560848019339781+0j)
NewNoNos,(-4.560911925648845+0j)
eN,(-4.561230077450466+0j)
D4C,(-4.5626785578142535+0j)
Tubular,(-4.5626804449253+0j)
Moesif,(-4.563142605676542+0j)
Blues,(-4.5634742815057905+0j)
Porg,(-4.564833648043271+0j)
YanYan,(-4.565037030645792+0j)
fatjon,(-4.566929178768117+0j)
Asidyx,(-4.567740818038455+0j)
Randy,(-4.57054285884923+0j)
Penn,(-4.570604020332558+0j)
JAKAT,(-4.571136121911133+0j)
Conor,(-4.5722001705082285+0j)
Fritos,(-4.572957401135826+0j)
Faulter,(-4.573604757737447+0j)
TurboThot,(-4.576002112372467+0j)
Sailor Mercury,(-4.576922294432147+0j)
Relkin,(-4.57879763343288+0j)
Wheat,(-4.580008709198932+0j)
HsuChef,(-4.580492594944974+0j)
Astro,(-4.58191715362048+0j)
Toast,(-4.583099456783178+0j)
$tik,(-4.583765538091992+0j)
TheKibk,(-4.585756989310486+0j)
Bullfrog,(-4.586937151339226+0j)
Protagonist,(-4.587098837981448+0j)
juniorbug,(-4.587130187253198+0j)
Bengr,(-4.587130187253199+0j)
Ziggy Zanderfaul,(-4.587162682756937+0j)
C9Joe,(-4.588277019410576+0j)
RustyBurrito,(-4.588759624274363+0j)
Skitter,(-4.589110498927373+0j)
FreshFish,(-4.591630418154648+0j)
zeventien,(-4.592664767996007+0j)
INDY,(-4.594469606423844+0j)
Flannel,(-4.594563772731317+0j)
Luckydeath,(-4.59571443009166+0j)
chicken pizza,(-4.597998252330141+0j)
Cogh,(-4.602318272552093+0j)
TNT,(-4.604185366430849+0j)
Visk,(-4.605258952773779+0j)
camgirl,(-4.607114863915673+0j)
Shrew,(-4.608348757349634+0j)
Muku,(-4.608501684202213+0j)
Nidra,(-4.6085843769068235+0j)
20thCenturyBoy,(-4.608603203133573+0j)
Hoefler,(-4.608611917844068+0j)
Slippy,(-4.608695582709646+0j)
Roltair,(-4.609041498070402+0j)
Darkclops,(-4.609369994635803+0j)
SuitUpAlex,(-4.609498421345363+0j)
dj kale,(-4.609897616341635+0j)
4th,(-4.6105985012120625+0j)
Jellyman,(-4.611375078143952+0j)
Medli,(-4.612719491991526+0j)
Squingus,(-4.613029583620448+0j)
Psychec,(-4.616646317481272+0j)
Costanza,(-4.616993221791157+0j)
DubleBurrn,(-4.617040470182541+0j)
Uncensored JAV,(-4.6174922157879985+0j)
Devastation,(-4.617849497655246+0j)
m4sterb8s,(-4.618570352758313+0j)
Scooter,(-4.618647526824492+0j)
PillRush,(-4.619167251008365+0j)
London Bridge,(-4.621609070335445+0j)
Geteven,(-4.622118187628787+0j)
Kerblamu,(-4.6266971844089975+0j)
JM,(-4.632717708402946+0j)
Stus,(-4.632742839864948+0j)
ZooKidXIII,(-4.63312530776832+0j)
Pricey,(-4.633443038806721+0j)
Razorback,(-4.633524521085462+0j)
Mandible,(-4.634416767376493+0j)
Stage Hazard,(-4.634665390161537+0j)
Jafars Revenge,(-4.634892775111548+0j)
Ziri,(-4.636425538736669+0j)
bRichh19,(-4.637360799304215+0j)
doktor barber,(-4.6384795937451395+0j)
Colt,(-4.639143989110325+0j)
Bottom Frag,(-4.639215149868048+0j)
Trance,(-4.641063203759949+0j)
Jorg,(-4.642334372143634+0j)
Fathom,(-4.642956212466143+0j)
Hiori,(-4.643412884823579+0j)
Skoinks,(-4.643902535887289+0j)
VenicK,(-4.644162456671112+0j)
$wank,(-4.64445327373879+0j)
Borj,(-4.644880638102697+0j)
NgHTMare-_-,(-4.645054620006163+0j)
melkor,(-4.64532044273061+0j)
Shum,(-4.645849623008368+0j)
Zudux,(-4.647069677711815+0j)
JAG,(-4.6474222349671805+0j)
Ssbm_Ninja!,(-4.648653481784994+0j)
mibikin,(-4.64986112022752+0j)
Nomac,(-4.65263485499895+0j)
Hartha,(-4.652751584437478+0j)
BlueRay,(-4.653937075866504+0j)
woof,(-4.654376658793643+0j)
Gemst,(-4.654483547974166+0j)
>:3c,(-4.655432323771136+0j)
ATMs,(-4.656333205573873+0j)
Empoof,(-4.656844027423436+0j)
Sloan,(-4.65688020521516+0j)
RockinOtaku,(-4.657511817227896+0j)
Cure,(-4.65869289183177+0j)
tots,(-4.658794901211279+0j)
Nome,(-4.65879490121128+0j)
Serisium,(-4.659513806281878+0j)
Sunset,(-4.660335945418265+0j)
Schwety,(-4.662621174265123+0j)
Velos,(-4.663418006356073+0j)
Baboon,(-4.663744100791282+0j)
Miggy,(-4.664401424117578+0j)
Obi-Wan Pierogi,(-4.664955745975508+0j)
MarcRodin,(-4.665976871359005+0j)
keroppii,(-4.666017875673178+0j)
mmmmmmmmmmGousha,(-4.666627676314595+0j)
gentlebreeze,(-4.667426933807535+0j)
Slurrrp,(-4.667614697261946+0j)
Ongion,(-4.667614697261948+0j)
Colton,(-4.66837718683177+0j)
RatDetonation495,(-4.670121107928926+0j)
CUMT,(-4.671788212236645+0j)
SuperNuggit,(-4.673729940622109+0j)
BlonDinet,(-4.674435288756061+0j)
LifeLine,(-4.675147215023454+0j)
touch tank,(-4.675350572183374+0j)
sleep,(-4.676898609320532+0j)
The Oiler,(-4.677467347795156+0j)
Slump,(-4.682660866224867+0j)
Lil Uzi Bert,(-4.683749631826956+0j)
Ruse,(-4.683809620084072+0j)
blissful,(-4.684036241889518+0j)
W0MP,(-4.684072275796948+0j)
Kench,(-4.684261499730217+0j)
Floor,(-4.684983781835263+0j)
Nikabod,(-4.685202839275742+0j)
CoolJamz,(-4.68657932721991+0j)
Zonny,(-4.689988147851102+0j)
MoHummus,(-4.6909357165558125+0j)
Federer,(-4.6916420113365636+0j)
Tidoye,(-4.691939831811978+0j)
BroadRun,(-4.692950695807986+0j)
Alburritos,(-4.693145156988673+0j)
Corgi,(-4.695485556636686+0j)
Yikes,(-4.697996521965781+0j)
Aqualad,(-4.698272751591894+0j)
Panflakez,(-4.6989195666116315+0j)
Woodchipdust,(-4.699864320721701+0j)
Dingu,(-4.700146104481161+0j)
Shifu,(-4.701126882085226+0j)
Sable,(-4.701904698816617+0j)
Sunny D,(-4.702451753976545+0j)
Lord Snackington,(-4.703083675775322+0j)
SoySauS,(-4.70344789405406+0j)
Arthur57,(-4.7052475550707795+0j)
Javi,(-4.7061626058961465+0j)
Babich,(-4.707642704692603+0j)
Amsah,(-4.708122729207901+0j)
KleptoKing,(-4.708563225865737+0j)
Tace,(-4.709047908273084+0j)
Jayson,(-4.709361781861718+0j)
Glass,(-4.70954691674623+0j)
Yorgo,(-4.709555055717959+0j)
AXB,(-4.711058808716829+0j)
Laurster,(-4.71285680487758+0j)
Fresh Avocado,(-4.713059408156693+0j)
Maximus,(-4.714656485725438+0j)
Thias,(-4.714972449189101+0j)
likeanegg,(-4.715380183938594+0j)
PBR,(-4.715490053037664+0j)
Manjo,(-4.715516880298806+0j)
Ercman,(-4.71595307965613+0j)
Nodrix,(-4.717239710493135+0j)
Kaizen,(-4.720037455695932+0j)
Hellraid,(-4.721321047780116+0j)
Chorizo,(-4.7216529350776435+0j)
Chinese Ice,(-4.7221022155207795+0j)
ShreksWhisper,(-4.722148736892573+0j)
ManJazz,(-4.722673553292387+0j)
Tedious,(-4.724066588825691+0j)
glee,(-4.724679116301258+0j)
zerobombjake,(-4.725160237596504+0j)
El Presidente,(-4.726146164399841+0j)
Spagh,(-4.727650345711889+0j)
AChaoticNordi,(-4.728615285840347+0j)
Toin-Coss,(-4.732670414930243+0j)
GorillaTang,(-4.732899623582167+0j)
yung Ullrich,(-4.733957098151446+0j)
Delta,(-4.734719646447557+0j)
Jekyll,(-4.734948002560949+0j)
JoeMedia.Co,(-4.73544171927991+0j)
Technicallydave,(-4.736498819751145+0j)
Plumbus,(-4.736530693805195+0j)
TomoYoMomo,(-4.73722094080639+0j)
Gregxry,(-4.737924300799794+0j)
stoopdapoop,(-4.739694822689852+0j)
Sebers,(-4.740608143490782+0j)
Baggage,(-4.74147312086495+0j)
ketchup,(-4.742518767517382+0j)
Chinchilla,(-4.7427385984708+0j)
cr0ak,(-4.743259015299215+0j)
yadox,(-4.743371989178694+0j)
Bry,(-4.743662851232607+0j)
Chalex,(-4.74421099628943+0j)
Boredzter,(-4.744319911215344+0j)
Shiprekt,(-4.744393119960462+0j)
Trandon,(-4.745084682471349+0j)
Gemin1,(-4.74854886123814+0j)
Lazer,(-4.749158864283306+0j)
BasedSunny,(-4.750959837557474+0j)
JCav47,(-4.751341140258025+0j)
carrotslat,(-4.75226664740431+0j)
Fraud,(-4.754126033068233+0j)
eerie,(-4.754337540480698+0j)
Mikkuz,(-4.754530101071657+0j)
Marquis Elmdore,(-4.754978828614658+0j)
Trihawk,(-4.755928857995564+0j)
Kim$$$,(-4.756344212608508+0j)
Scazern,(-4.7651394441240065+0j)
Dw0ng,(-4.765162586991689+0j)
Metal Gear Salad,(-4.76542765805534+0j)
Rozu,(-4.765611074949076+0j)
Future Bass,(-4.766738752662159+0j)
Domsta,(-4.767235318393428+0j)
CZ-Oats,(-4.7673922086386895+0j)
b4g3l,(-4.768154046059299+0j)
hungus bungus,(-4.768367537133079+0j)
Chopz,(-4.7688644916756875+0j)
Huddini,(-4.769031504367992+0j)
Wizard,(-4.769122418846708+0j)
Izuna,(-4.769446452074385+0j)
StraightUpEGG,(-4.770361089835901+0j)
Bug Thief,(-4.77093941351744+0j)
Elcancell,(-4.7714768946032295+0j)
Puff Daddy,(-4.772129058203377+0j)
Farris,(-4.77224422574254+0j)
Lexion,(-4.775111073274764+0j)
Wellsanin,(-4.7755484652208455+0j)
Thewildjandro,(-4.776425450444126+0j)
Kalte,(-4.778171384129606+0j)
shiplordcarson,(-4.779422579999643+0j)
Temtem,(-4.7794828113780685+0j)
SpicyAlbacoreTuna,(-4.779848601718423+0j)
GeoX,(-4.779848601718423+0j)
Trapezoider,(-4.780508401912151+0j)
Bootsandcats,(-4.781545604726192+0j)
Dapper,(-4.782989462126378+0j)
TheSuperior,(-4.784618333329154+0j)
BadBirdie,(-4.784947960866123+0j)
flomoney,(-4.784983758427845+0j)
Notparis,(-4.785784209676879+0j)
LOTO,(-4.786011426901634+0j)
Floy,(-4.786238650904881+0j)
KeroKeroppi,(-4.78751426583755+0j)
Grab Rangoon,(-4.7889895418109285+0j)
Digital,(-4.790291837796865+0j)
Fabe,(-4.792725200281739+0j)
UrbanGarlic,(-4.795033238694824+0j)
Smoke,(-4.796980868519085+0j)
U4iK,(-4.797172881452622+0j)
ShyDude,(-4.797284413767037+0j)
Turen,(-4.800414075456619+0j)
Muffin,(-4.801003396062939+0j)
skaht,(-4.801081861863684+0j)
Kebin,(-4.802289515267216+0j)
Venitas,(-4.8038493891459915+0j)
Captain Fulcrum,(-4.804707830805821+0j)
Copper,(-4.805754896055152+0j)
Longsword,(-4.807812205710959+0j)
Joemama,(-4.808750171234504+0j)
Floki,(-4.8108293113959135+0j)
Kiinz,(-4.811120650434952+0j)
YoshQ,(-4.8132430200121625+0j)
MasterYaoi,(-4.813968070775031+0j)
Isaac,(-4.814281826252905+0j)
MstrDre,(-4.816678217364871+0j)
jgramm,(-4.817910044115453+0j)
MTEB,(-4.818081911637012+0j)
Mike4Real,(-4.8200504154875805+0j)
SMK,(-4.821332633606+0j)
DevaPulsul,(-4.821536384576174+0j)
Jayfoo,(-4.8215363845761745+0j)
TwoOnTheStick,(-4.821627852029321+0j)
Stunt,(-4.822263539915002+0j)
Galapagos,(-4.824834947117135+0j)
Piglet,(-4.824978426482489+0j)
ZachB,(-4.826950067853266+0j)
Christopher Rodriguez,(-4.827053500633712+0j)
Negat!ve,(-4.828527994085948+0j)
My Mom,(-4.828938693826692+0j)
Sneak,(-4.829383003100682+0j)
DSJ,(-4.831621988958915+0j)
China#1,(-4.8336624334281+0j)
Sudzi,(-4.834122382740344+0j)
MDSR,(-4.834645465512188+0j)
Kebabman13,(-4.8353057469162515+0j)
SpecialK,(-4.835401595013957+0j)
Dr3am,(-4.836468175831276+0j)
ZKBK,(-4.836686929166825+0j)
Squidoo,(-4.836940475161839+0j)
Mot,(-4.8400950861105745+0j)
Mini,(-4.841976466448875+0j)
Full Synchro,(-4.842065304059448+0j)
mint,(-4.843621206711888+0j)
wub,(-4.844449854317837+0j)
BigDickMik,(-4.8448092051486675+0j)
22,(-4.84516409867865+0j)
Professor Cedar,(-4.8454640791836425+0j)
Beet,(-4.847710904911274+0j)
Lamdin,(-4.84850470413708+0j)
Benji,(-4.849206763921399+0j)
END,(-4.852870032536883+0j)
Honeybear,(-4.853364531178935+0j)
Richard,(-4.857702022414296+0j)
key,(-4.858006938562659+0j)
kramff,(-4.86002804968115+0j)
Jacob,(-4.861997041653369+0j)
Strat?,(-4.863203665617444+0j)
clockzy,(-4.866799091394313+0j)
JukeBox,(-4.866881731055878+0j)
Flubsy,(-4.868158979596285+0j)
oscar,(-4.869224209031412+0j)
Wikkidtendencies,(-4.870570714947737+0j)
Lam,(-4.870977182633246+0j)
SneakyTheWalrus,(-4.873407045323601+0j)
Santana,(-4.87595174243972+0j)
.pdf,(-4.8769469378363555+0j)
Ghoul,(-4.878176946350804+0j)
Groot423,(-4.878300713497224+0j)
Lucky_Hamburger,(-4.87849139017233+0j)
XIV,(-4.879078868086128+0j)
Blitzz,(-4.879369566243863+0j)
Highlander,(-4.87940631091952+0j)
something stupid,(-4.881172714856005+0j)
Fixate,(-4.88160924036805+0j)
iChuckBricks,(-4.885384630037531+0j)
Andy420,(-4.885673678313255+0j)
JAMS,(-4.885710745091443+0j)
enduro,(-4.8867749687172175+0j)
SpeedFoam,(-4.8868427900589655+0j)
RileyReads,(-4.8880257413446655+0j)
SHI-NO,(-4.888111450323194+0j)
Maskedewe,(-4.888864424620692+0j)
L3375,(-4.889301911024644+0j)
montoso,(-4.890024200031435+0j)
Slushie64,(-4.891146824124058+0j)
Rat,(-4.8929541791582745+0j)
Carp,(-4.893590718161974+0j)
Chestnut,(-4.894951434657478+0j)
No More Mr. Nicefire,(-4.895560429252033+0j)
table bread,(-4.895888189987252+0j)
Jig,(-4.895910880998376+0j)
Arrogant Commander,(-4.896105377243222+0j)
Cayo,(-4.8985082042959425+0j)
WolfLord,(-4.901569347721573+0j)
KingCake,(-4.902292856854456+0j)
