,Score
John Lemon,319.86837738378756
BirdPerson,316.7548437980536
Somers,316.3916585588006
Ryzon,311.6524491062093
Nothigh,307.97475679855006
Weston,306.0119024219289
flamecube64,305.4004201575171
Cassettetape,305.020269862185
Bungwipe,303.0220355872975
NoFuxGiven,301.7223328937607
Phorox,301.55473044230723
Big Pivot,298.5478142235929
Andymosity,296.9197003056375
Vigilance,293.09070856212077
Blea Gelo,292.47168617830107
Fire,291.3755814531424
LanTurN,286.9381038205559
Vertigo,285.1569142617081
Baja,283.2228792804892
NIMrod,282.7449923817175
CeeLew,282.3331690270624
Jak,282.03107369699313
10QuidShoes,276.0108889434333
Ringler,275.53753591808993
SDJ,273.0743487540766
Reign,272.53666331443065
Psylo,265.33728808192024
Oli,263.7753350773786
moscow mich,263.5079800482895
Fade,261.34532946163324
N8V,260.00181775060355
Isaac,258.967149009408
Posh,257.34885556502525
moky,257.3002976037181
pem$,256.48584704508534
Jace,256.275321404898
Tonic,255.05892741646338
SquirtlSquad,252.48083856384153
CawkMuncher9000,250.9170354630723
Yair,250.21878122724428
Streetlamp,248.37188771013496
mario man,248.1913115803702
SmallHandsBrian,247.175858884129
Sluggo,247.14013569079535
SDeems,246.8036189118537
Sc0ut,246.47836063203917
Whiskers,244.44543502432674
mordo,239.16917977211543
pog0,235.94954873752874
C-bass,235.61194417612182
Chaler,234.33042110531554
t o r o c h ū とろちゅう,234.27190767873773
SpiderJew,234.24442735738813
n3zModGod,232.11455124934488
PT,231.9405364376391
Ari,229.23481628485533
Kellen,228.4156374942527
Jzhu,225.6475076237717
Captain G,225.37168056441547
KoopaTroopa895,224.74862903619564
BroBro,224.46911535033823
gelp,221.4402184166321
CommonEnemy,220.10660069027745
CEG,219.48773503173834
Dekar,216.32451137132958
ManRay,212.62005047668578
Draizin,212.41336468910816
V$,210.48563712598144
Twentystreet,210.4358704791343
Flip,208.64649204701294
FredOG,205.80031758963622
Chadwicc,204.88326313629523
LLDL,204.34258509155507
MAN,202.5643425438925
Saftblandarn,201.82325405642018
Persideon,200.4301691746952
Xan,196.36437685138517
Albert,195.48772728121867
Raptor,191.5251841604161
Gleason,189.955090637494
MC,188.31861241051138
Cleps,186.63673104928037
Mezzy,184.82554680075265
Electroman,184.5004881375879
Topquek,184.00689094743245
Trill Jake,182.9277472436484
Furniture,182.68815863673598
akir,182.37248121827025
supermagmar360,181.9436409039289
Denim,181.57076040564792
Sage,180.05859841116228
Kwyet,178.64767127173783
Joku,177.0843995803272
Melyia,176.59693783342507
Sylveon,176.0059818856498
WaffleJesus,175.96775048246593
eRRe,175.39420151696518
Grizzly,175.09310372791606
GnomeDome,175.03656845374303
Era,175.0179889261173
ModestMajor,174.50875194655566
CptNebula,174.00953052693984
cspan,173.69122777323662
Stiv,173.66376422091614
markrevival,173.4774113008986
ledgefiend,171.74706910827862
Slow,169.2787361645431
Hydrodynamic,168.6277654780271
Templar,168.5409386452053
Quas,167.7633252533046
Azel,167.74673463713316
DaBRÜM,166.30475562908615
E,166.06145838316928
polear,165.93043830140385
TG,165.35399026753697
Onregon,164.78325304288003
Cags,164.3515339105814
chickncup,162.49590325334688
Velani,161.9687251433412
Roochi,161.07181086767207
Laurster,159.99070364469378
Bante,159.87929189722573
Jerk,158.85587516998288
Ser,156.921239045513
Dirt,155.80040027768123
GrizzlyBair,154.7276702835519
Nangs,154.2429449862294
ShiftingShadows,154.15184880720605
$limChang,154.1051487422919
NinjagoFan72,153.43395919145863
Skips,153.10071499492588
Salieri,150.74455980526028
Breakfast,150.65689273921137
Flonominal,150.4685408359089
SK,148.5073244601292
PikachuvA,146.9473145553105
Boulet,145.9793539972327
KiD A,145.00811271273903
Junk,144.52800591746274
DoopKiF,144.46997506834873
Calvin,142.8353125525763
Aiika,142.00018384294552
PeachIcedT,141.7771390213233
Tauntmaster9000,141.6501017399239
key,140.95391086928743
Schythed,140.6959076085506
Bomboni,140.4606397163275
Chiro,140.36097190926156
Juma,140.30445509059018
Phoenix,140.15070878708153
C4bb4ge,139.3698315121633
ight,139.32695876571307
Touffe,138.9219313632326
Saile,138.52943432589043
Pafos,138.4918165753233
Wombat,137.725681125731
georgie,137.36468582245035
Beau,137.09106037658552
Cream,136.60685498128535
LuigiKid,136.09421702389307
sauske_uchiha122,135.96669105293012
Buster,135.76453634185205
DRUNK,134.43377472011167
Parsec,134.16577401948632
gelato,134.0414512418992
Davox22,133.72484806835942
J Button,133.37183309461366
Lamp,133.3466111518015
CPU0,133.11866828380855
C4D,132.72888170456562
Essey,132.4893361350662
Zhulong,132.4481290738628
aMSa,132.02699643256867
DPIII,131.91338059874923
Picky,131.89686347953597
Verdant,131.679559830964
Voo,130.58575309052978
Ba$$,129.93699169497336
Noire,129.79618656052276
schmoop,129.67846307397252
Jamie,129.15868355523182
Raiden,127.75494301351657
wet willy,126.81009504838632
Robs,126.64196127340995
Trut,125.44616997778472
Agx_11,124.86594980041484
Duky,124.22498582593448
Cabbage,123.6596674287756
Microsoft J,123.13182733008944
Troy,122.53897134137853
Jaysotee,122.31394852258728
Veni,122.24119891545772
Modentor,122.17377036202
Lele,120.31155275333016
Ping,119.20995495412103
Q,118.49963624775134
abbearv,118.41335381484805
Conn Man,118.36401315006417
Bobstaco,118.15564086087993
Beryl,117.26647229079087
Jank,116.8252339698503
Scythe,116.70763205194054
Liax,116.17405130548073
Drephen,116.05996349172847
grandmas cleavage,115.62957807085745
Draco,115.57875592703184
The Crimson Chin,114.84830992752174
ArcadeGuy,114.51676276722873
Rod,114.24844696592106
Rat,114.10065597675812
Galax,113.61462305167576
PorkChops,113.28574449193458
Matt Smith,112.7992422524985
Tom$,111.81104105718657
GOON,111.38763237909627
Mirko,110.83739257636239
Faulter,110.38339724387987
Coco,110.15075901116681
Dimples,109.94455146644292
Pinhead,109.45129862999796
MrG,109.0304889535924
Charlon,109.02579691914457
Tristan's Rule,108.99227315432873
JJ Slider,108.75133493746752
Happymealz,108.58512490291167
Meady,108.0844262142338
Usernamejpg,107.42396714945782
BoxCombo,106.87573466078973
OC Mike the Franchise,106.47798188388268
Seven,106.29349489482001
Valk,105.68699573693276
BestfriendJohn,105.55650270819946
Myke B,105.47881081630301
Darksilence,105.38953049427255
Kingu,105.27724590054942
Rabbitalex,104.68080751619993
bobbybigballz,104.50371373530989
Mattchu,104.49743935940384
FERF,103.37155820065256
23,103.22297577586728
White Women Call Me God,103.14191383487712
Wobl,102.99645199335698
MrSavesTheWorld,102.56656661191522
HoorayForJay,102.47466723161548
DiLeva,102.34071226046397
Aiken,102.31755549856976
Eric,102.19692798420385
E-tie,101.98918722278917
in10city,101.43995372284107
Jormis,99.69519333751987
JSN,99.65741975518245
uvi,99.6266695879523
AodhaN,99.59812926026136
Mole,99.32736778971102
Jim Morrison,99.31447637205191
SchlimmShady,99.28440047988526
Cyric,99.26410364046063
Daddy Long Legs,98.9057475327483
SaltySam,98.37065889523316
NoPressure1,98.13916528854233
Lil chief,97.99191333080068
Lil rice,97.9799251078438
Buck Momma,97.46255713874655
Mondo,97.44807328194862
greggyP,97.40351900996602
Bigbuffalo,97.36322083205742
Phade,96.61607893756158
JuicyDuck,96.53341097600479
FluentCoding,96.46937715509111
sudo,96.40152318874173
20PcMcnugget,96.36748202847788
CPM,96.19008538215564
Luke,96.10111378622854
Rrob,96.08680178186233
Indica,95.40072146981856
Wahoo,94.77574771598853
Jayelectron,94.42941772467697
Redcoat,94.24864773325055
Super,94.22197028080187
Cpt.Blade,94.21613771533383
ArT,94.14899622599987
Miles,94.11054776818561
roygbiv,94.07961728469985
Skuxxyy,94.0450310764392
KaiKwonDo,93.98726519621432
Blake Grey,93.67920730940904
mennis,93.51697761394321
Jolf,93.41459029709006
EvilS | BlackH4ze,93.40275074414821
DSJ,93.17805662607103
Mewtant,93.17767341850367
BreadExpert,93.13460472416641
Ossify,93.13331366818826
seo,92.20543170335137
valentine,92.13009741737362
AlyJ,91.9943492890163
Z,91.91805678847467
Drew,91.90955776288904
Ribboned Ace,91.80550222813069
hok,91.68430312223732
Bhoj,91.51579783276226
AJ,91.47386861509543
Pi,91.44381377647335
VVS,91.36942174444066
Jada,91.0047180708753
Roryx,90.75011172333588
Liberz,90.64399459812734
Mad,90.52027255314765
Spy,88.8060228409441
Giin,88.73430865746779
SwarmEngine,88.73291343398289
Dehkx,88.65387399845362
ijw,87.66012838033384
powzercatz,87.63110539877009
Jago,87.58780743103392
Hulka,87.46371610922048
Zuraco,87.45086284660275
Pops,87.1881304574558
Charlezard,87.09436353360987
Luan,87.02140900906399
Ace,86.94832253982878
JitteryInChurch,86.92138096444816
EastCoastJeff,86.88207261294092
Heatedchaos,86.40733520668371
CrazyDude,86.40091584852105
Nigo,85.36934345944255
Skunk,85.0378686754146
Bobo,84.84186185576357
probably high,84.4965099972604
Neyon,84.3493384516362
Crow,84.12086194874254
JELLYGOKU,84.07867223024297
Sworderailer,84.01543944270011
drip,83.90610215725627
Ninjoma,83.66656176828448
GonJa,83.60023674013712
Dulbasaur,83.54440220437063
XP,83.4785416963461
CAUP,83.31311495335426
SubTails,83.26310794027012
Popa Squat,82.93795409333651
TestTubeGirl,82.52559289200224
octopus,82.49926893235595
Kobobi,82.4328952817872
route man,82.10946922198181
hat,82.08211406149925
Jotinos,81.90440943063821
J-moo,81.43720822234238
WhatsWithHumans,81.42137268707609
Guava,81.40900574829571
maxipoonies,81.4086989755927
Cum Fox,81.39652659667452
SuperMrJMT,81.33341096462954
Lemonjuices,80.53282263035271
Frenje,80.39882304677536
Okameed,79.83388618944217
Cr1sp,79.64580427244303
Bico,79.52995669534647
Tadashi,79.39280350709782
mothmansuplex,78.92829035030324
Fable,78.85451901321606
ECS1312,78.66352378328025
Arcadia,78.57528747629478
OHAI,78.33856844227854
Chubbz,78.1955258604598
PBoDy,78.03347597632019
MintGreen,78.03336141735802
Galilee,77.79509643728825
Silas,77.53941020184075
Yalli,77.48033702169249
Vurj,77.35598257279042
McCloud,77.22292180308538
avenu,77.02664680116688
ost,76.50655282177397
Mccloud,76.34896107673386
Scared,76.09831021089305
Sponge,75.68997858721504
FYZYX,75.52171186395903
nullport,75.50145156092361
Michelada,75.24336919895808
nagatani,75.21907135151547
frod,75.19668998371282
Drakkon,75.04848492742046
Stabz,74.8959157630258
Toooni,74.87384108044833
Arte's Nonsense,74.86250513780907
faraz15,74.82960448671875
Trevor,74.70783615994534
Friso,74.65693163214438
Chel,74.64890155800666
astar,74.6359928564741
Hao,74.3288930294643
maxono1,74.11948058315043
Filiusnox,73.95664850813117
thesiscat,73.83362289428466
Mask,73.67957887011973
SpiritGun,73.60375549187289
Dr. Lame,73.51481537698874
Instant,73.29024548498492
Sharp,73.20054243337745
Sverre,73.09952292078374
P0LR8,72.96445681259192
skullbro,72.81380085859658
TTS,72.80627870882394
FinalTaco,72.73768025471183
Instinct,72.66279266335513
Hobbes,72.59294096602744
Yogurt,72.58747813341739
Herbmaster James,72.5022276437774
Jochi,72.36642485759802
Razo,72.18339368999298
Zeddy,71.98943178512403
muro,71.91072247320909
Dr. Grin,71.79486196090613
Gozza,71.62331356803018
Palpa,71.60836657593651
Ears,71.32424606137408
Xardov,71.12218133164629
melatonin,71.04289205383449
EnanoGee,71.04206961763067
TDawg,71.0019050779014
flomoney,70.94894539181142
Brownie,70.84359333935387
4tilt,70.78586962954545
Poroli,70.71509035884203
KuKKi,70.44051163635274
Blockdawg,70.4190475451588
zck,70.3023523158295
Tuesday,70.2118573137264
Queso5,70.15742520519397
Noodle,70.15498592695613
Otto_Zone,70.10300894023344
Gou,70.04199708968405
IO,69.77522114074696
Deku_Don,69.61939481473108
Iowndisgam,69.50237836642128
Bura,69.31633784450507
Zepple,69.15117264004101
teesung,69.11423352688348
Jesuscametwice,68.95200840878357
Pilgrim,68.92838749135632
UnaHoli,68.8306897360258
Oatt,68.7526162462677
sundowns,68.6396473818659
James Jr,68.56293062173356
joel,68.41852491579391
Greg Ostertag,68.34553986521823
Chelly,68.33448930005228
Fess,68.241011600945
Ant,68.06759591279275
DontRestMe,67.96951926673039
Diltune,67.86623323154942
dunk,67.84049404365366
Rig,67.82879012369476
ARIANA GRANDE,67.60862732538058
BoyNamedCrow,67.50539110755949
Woosh,67.27014665789552
DrinksOnMe,67.24996770161408
FunRock,67.24259609234073
Wajet,67.20253378600317
slugbait,67.15196589178034
Din,67.13749902993465
Dezzy,67.11556000054144
Jim Jam Flim Flam,66.85085118187305
Khryke,66.78490341559778
Eekim,66.72121983002177
Fat Tony,66.66378942622065
JohsyJam,66.64880503042774
Zaphkiel,66.53056682069027
YoungHanSolo,66.46172692596049
Cartoon,66.34350502506734
Dog,66.20710253467514
Manu,66.12053368136301
Arte,66.09497935140848
TurboThot,66.0574525434524
Rococo,65.96645880176025
Jhunwung,65.90815534668974
Coni Zh,65.88652655823036
niko,65.631649005184
hamyojo,65.52106854066307
Reese,65.46842673415397
Pencil,65.46481016300767
SeeMew,65.39927544695178
TheRedSock,65.17589006346027
dde6khkg,65.09305731718122
Luigi Ka-Master,65.05347728836212
booty blast warrior,64.9200971168504
Grab2Win,64.8184292743635
Night,64.46431921017063
Leo Luster!,64.41539037925445
MrKing,64.38855149122084
Echo,64.29054296829375
Jarcino,64.28282407738612
celestial,64.27861130535092
Star,64.2235618352664
Martin,63.94921556659324
NightFox,63.33995131900312
Yeeman,63.33221300265008
dank,63.320699143243075
Mr. Fists,63.242652592131805
Hentai Boi,63.19611344418506
Pakeko,63.13798537137842
TzD,63.085646672888544
Rich,62.96108677535748
Coconut Daniel,62.696677518181346
jzzz,62.48900744068898
Winnable,62.48824513362731
imrainh2o,62.429004853857045
HOTDOGDUDE,62.27706109740926
Alibi,62.22628367477589
handheld,62.183204757941255
hot,62.12592386934809
meamking,61.727115780369516
Marksman,61.58388053664317
Voyager,61.56491984371442
Littea,61.500084035352344
zeventien,61.44183438467664
Lynn,61.37622044349703
Arpy,61.19327772898721
Suvir,61.114416206910555
$$$$,61.10504453266518
MooMoo,61.09987536984358
Spades,60.92842080160007
El Pollo Flaco,60.70919148605899
Lavos,60.622897784620626
Squeachu,60.59006293356765
Pikazoo,60.571344070606074
Raiken,60.527115568267206
Kidder,60.1928647622797
smopup,60.16003523385442
MOOCH,60.157082594467404
Brily,59.95634608026082
Chummi,59.72064515283066
Boba,59.67859505600184
Dayman,59.6468646724906
Chaboomba,59.475986628401664
Joshuwasha,59.449749033636735
radvillainy,59.43779276989212
Jmartiles,59.43639674962692
To Gimp A Butterfly,59.29007589149685
Slyphe,59.1019502831727
HaunteR,59.05886464581185
haunter,59.03273973458873
Nanashi,58.93329012397206
hdbryan,58.91624378036097
lillbaskern,58.78653104769542
chococrispies,58.689748002547404
lexor,58.49900957335087
Tubby Lumpkins,58.369519411623365
Kishoto,58.34651536624469
Mr Herring,58.34152652043564
Fat Penguin,58.31545164929404
ZimD00D,58.27394598868039
Foxnard,58.232525020329724
thomas (THOM#706),58.12007234702656
JV_Wentworth,58.02595359386116
Loaq,57.87396935117081
TravisT,57.4166204198845
Fro116,57.085439493921875
palomino,57.04269290056769
BLG,56.924578980792155
Ragnarok,56.84373980081871
sick boy,56.80839235959392
SadSack,56.79604397420721
TechBonus,56.75029449485827
Ladz,56.474329397494486
floaties,56.471703098514034
Crunch,56.44345105624611
RedX,56.30156067284331
dinner,56.28526044090375
Charlatan,56.250530882225796
Rich P,56.18397099637849
wil,56.10860873075728
ERGonomics,55.97800712041612
fatnomen,55.96801720207114
Pricent,55.79362392333773
yingling,55.76936830934821
Trash,55.627995283637716
Cunchy,55.61859028501744
Furio,55.57277629350753
WizP,55.531003536923635
Call Me Maybe,55.51855625694506
Chipotle+,55.48316943891751
Sangan,55.444293843021676
Icy,55.33000171012161
Supervacilón,55.28353524789376
M.I.C.H.A.E.L,55.25562476055562
w33dL0rd840,55.24729002482121
moi,55.12084333154325
Toucan,55.081611762180046
Dr.Funtimes,55.033862923431656
Dahong,54.922894469700836
DankBot,54.8819479271034
TTVBujusus,54.84219391822467
Mova,54.79886347486763
Studebacher Hoch,54.76632886401442
Holden,54.76225453970724
D3WDify,54.60521164432062
Bureaucraat,54.50785553659829
Dot,54.488731376325354
Johnny,54.44497180240646
Dimension,54.42349673560075
Fat Tino,54.418495448362464
oYo,54.39642949225103
foxmcchicken,54.37730035009656
J-Briz,54.32655053751749
vice,54.24542221011321
CoolJamz,54.17561811489972
Wellness,53.996624890207656
donk,53.96203949702954
Pseudomiracle,53.939369927738504
Ganobrator,53.89222149693977
Karhu,53.77953914952595
Cougs,53.775583311629546
Swagnips,53.64417899063915
Vrad,53.48048261734157
Slemdog,53.35985962420099
Aldo,53.3312322475814
Cailan,53.30959445780775
CRUNGO,53.23600508085307
Lima Bean,53.16481187808078
Rob$,53.1578260255731
TheFormuoli,53.14339792303501
saucinonu,53.02559909297756
Damo,52.906052678060576
Rive,52.766326076190886
True Dong,52.597381033115624
DEP,52.43177214417331
Nashi,52.24124157166862
DevFromHev_,52.10624489517492
nosgov,52.080405315307814
Dr. Z,52.08035712963655
Jhib,52.05663376363532
Tapioca God,51.99928897932375
Ken 2,51.97908767938145
Wirsun,51.94373409199943
King Boo,51.94189796843928
Tonkatsu,51.92496436722099
MattDotZeb,51.59603599825947
TheSuperior,51.5623727285593
Rascus,51.52580776513435
Aspire,51.46895419746463
Bud McChud,51.38271243174066
Gubbins,51.37824973899286
GP,51.3410683959113
smus,51.28506775702435
Marrgasm,51.195982846024165
ZoaT,51.15610251201445
Lime,51.08996972273155
zamlz,51.00476524753763
dork,50.996042378465624
Sanne,50.942408092358924
Faint,50.87045532503506
Turtle,50.71310607035693
Fleeby,50.699166189337106
Niconics,50.66720048435035
Rigo Bigo,50.61492295478448
ScottGaming,50.48309272930093
WigglexSticks,50.4676510743111
Lactose Lad,50.449748773211844
Geruyop,50.07915685672981
Flippy,50.03610642113117
GSwain,49.992500388003386
Pupusa,49.92572198113476
Chance,49.793095199126654
ILikeTurtles,49.78870292014882
Mr. Penis Man,49.77489051425942
JoMo,49.72034374130374
Zato,49.65776861651638
zootcat,49.31951979220439
Jinx,49.25812819193349
Buttlet,49.22780036270898
Stride,49.14267103282735
choknater,49.142246031457184
Gumball,48.989704653178244
Lamonster,48.90606656851919
Jakey,48.88855898296036
AmericanDragon_DavidChong,48.869389938118374
Wohlgey,48.85737602661922
Toki,48.8241261074793
BoffTarget,48.77232376959182
EZPK,48.77030904971533
Guntherz,48.73465853332
Gnatz,48.60409898109605
Mormon Spark,48.46754937763165
Betafish,48.35256487185007
Mad Matt,48.23042846150407
Foonz,48.172797913210545
smiley,48.143667610164016
C2,48.0238748098148
Falgoat,48.0140206029989
VLERK,47.96936759542214
Feiniks,47.94054403506667
Rezolution,47.89858220553851
Mellow,47.882142683430935
Roulette Rider,47.78245694427853
Vickram,47.71092056853685
Nuckels,47.684275384876095
RustyTrombone,47.65569270548024
Bird,47.636201546044774
Kumoko,47.596057087910744
Firebolt,47.5827960303307
Big O,47.57283074190452
Spleen,47.54293361148294
Rayne,47.47310350192373
Jaem,47.44684551673812
Steven Hawk,47.36405811701042
The Phenom,47.32491540057802
mikey,47.12354077607658
FirTree,46.908165555808296
Acid_is,46.82640427134471
$tijn,46.78555608435238
Skip,46.68910113445639
Penguis,46.616012492821774
John Llawless,46.6139074199252
Ji-eun (지은),46.5764382222351
Rev,46.572925524904306
Tisk,46.56194934791357
Bigorca,46.520410396700704
ASSFUCKER9000,46.4033118619146
Kaiza,46.38645876848017
OG Moonslide,46.14269455296983
Xela,46.06977477264826
smushmarth,46.05902037569457
Bladee,45.845355401408575
yung Ullrich,45.79153520831338
sgt,45.78819047628377
Skim,45.76848316914367
Risc,45.74089643331815
NVZ,45.72654884779922
Entranco,45.720969641694005
raid shadow legends,45.69347815882169
Steff$,45.68104436934423
Vincessant,45.59279822225629
Forseti,45.570868564929576
Mastakje,45.449464115980206
R-WEN,45.4027499960672
SN@P,45.38170644541118
Gr4pe,45.33277739379905
Sizzle,45.32509945480851
Dreaded,45.28168093674175
JScott,45.24166263383028
Evanrune,45.235229214504294
Fuzzyness,45.2189212963903
Kyza,45.20356930023293
Bertbusdriver,45.06044299848508
MordecaiPielord,45.049429252052775
X-Rey,45.04313315413836
Wolven,45.018524487883276
FIZIX,44.99092180687849
Noxxa,44.95120884335251
OmitoJohnny,44.775769004515524
squizzage,44.72473752361154
Vusey,44.672579060307925
NASTY,44.66466091499413
hestoned,44.645324386445964
Under_Score,44.6424447027138
[->]Raptor,44.52354906010958
serket,44.464274586466345
Luu,44.39739899077414
Wiener Fox,44.34779249178314
Bangkok Dangerous,44.34340212024544
Quinstone,44.27775948093502
KasparV,44.259954636735166
Timtheguy,44.080936728203056
Not Gosu,44.07358540583714
SheepHair,44.05942753038977
Chess maister,44.019947066302784
CookieCutter,43.98540973471552
Bort,43.82192804237718
.Dempt,43.8028867778859
Wisp,43.78678260551929
Bisfo,43.652001544989545
Linguini,43.5871995520352
Dayoman,43.31410272196681
Zipp,43.17506544753475
Bardon,43.120028273562845
Advanced Placement,43.119045397768076
codeman,43.08027471951801
AgentHonour,43.068250914706056
Alpha,43.01588403743655
Dawong,42.99506664611623
Jeans,42.98140729679046
Chobbbbby,42.97321248328561
Gride,42.96494452508664
Fixate,42.93394712859313
TheBlackHorseman,42.83737023817337
Swiz,42.8119790137324
Däumling,42.78021712478709
Eloy,42.76151642984132
Steve Beltran,42.72306017390793
paulman00103,42.681903980536944
KeanuReads,42.64303016761464
Tecwulf1,42.53505308326139
v a p o r d a v e,42.49916376670926
ChefQ,42.48050544423186
Commas,42.44699355728756
Dr. Doink,42.39691628389233
Nago,42.32642827156387
Lilac,42.29291041722057
Soap,42.1745493038854
Starlord,42.120295223988094
MC David,42.04414200626811
NeMo,42.02993812551607
Cow,42.00673550230165
Quasi,41.93283121669672
Jahan,41.919819086676014
Sprout,41.91687722745325
Aerius,41.9074780069848
Dennis,41.884683655224805
Isku,41.860703803739995
Obacht,41.76143955569427
Trees,41.76113306332113
smashermagazine,41.589471223061366
Tips,41.576687315446904
El Pintor,41.56259581633719
Pickpocket,41.5343238621594
Acke,41.4203749268222
J666,41.356855618862326
FinesseQuik,41.34266546826148
icecream,41.16969004067933
AKHidden,41.086183839795204
Overtriforce,41.00285762490174
Novus,40.99757983541694
Gab,40.975591162051245
Rek,40.865171813179515
Lucretio,40.72847599650052
ABAP,40.690823836506915
hatsunemiku,40.66066826525644
IuDKing,40.65239011740166
Sekanor,40.48519771467163
Golf,40.40774072075376
captain mittens,40.361000051991546
sampy,40.28213605457443
prolificjuice,40.212323794122355
JoJo,40.08014712675645
Spots,40.04874036645239
JF,40.00797261169259
Bio,39.87427829967325
Oleyy,39.86460858957748
Molten,39.85114336623312
VMPR,39.85030822456328
Mars,39.804370362125965
Crispy,39.76716609514375
bigM,39.724041382814164
Mair,39.71053588996829
QuickSpooked,39.674297572408484
Firite,39.6628934780574
JustJoshin,39.649799340589254
7VN,39.610507455086385
ARMTOAST,39.485316737610546
bakedgoods,39.441350493489594
Quaff,39.33411825402677
General Buttnaked,39.309315948887416
Flowers,39.270158409250044
Envy,39.24072502293407
Redrum,39.196070978115806
Mooncakes,39.11037898080967
Andrenalion,39.02638576500906
kenshu,39.02595905262881
Slipkid,38.95335275048569
MP3,38.88625345596174
Tricolour,38.80411855599035
Babo,38.71926673414339
DNA,38.67651284596525
Spade,38.6538198265341
Dizney,38.64116962658696
Potion,38.6362363274625
LIL PEEP,38.62486119040347
Ted,38.61828294699612
Little ShOcKeR,38.60030898813747
r4rice,38.5682654938617
buster2178,38.54995301319432
Zacy,38.538947810959456
Thai,38.489232420416826
Bananas,38.46167587997694
Kami,38.348274779548056
Kuzon,38.31537989232326
3OutChange,38.25183814024377
Positive,38.12468038682306
Whisky Wizard,38.02306126838272
Boohbah,37.97691088754289
Port,37.94358774419175
Syltapa,37.84465525477275
Yogopher,37.826419947958456
shablimmy,37.72033041080093
Keykey,37.71519518499594
Hank,37.69918503979552
plush,37.68587251783207
BQ,37.63509857056306
Chrispy,37.55405767376215
Blowfish,37.52117248881574
NUTMAN,37.49954736362667
VeganLoverBoy69,37.415171862721714
Floppy,37.37982804929821
4 Aces,37.29396642413957
Ten,37.25779020512507
AlexMD,37.09573087554087
Nyra,36.96801024851057
Alex19,36.927641547348166
dom,36.88278568479997
shane,36.877570638605086
Shotwin,36.862347891365104
BurgieBoi,36.80250002712014
Camdoodle,36.78471654203261
Danubi,36.78427618073927
Jr,36.777612187918265
Snowy,36.761388537949315
Octobear,36.66510660236712
Moze,36.61470427199692
Drio,36.58852959188085
Real Dingoes,36.57237201947156
cyber,36.5053345519726
Rats!,36.50058225768197
Cloud,36.44793193536124
Gillionayre,36.36557671962738
thegreatestwave,36.35228062082998
Thom,36.32050633464417
Slurex,36.20951652076571
K-12,36.14801585949325
MeTheFlea,36.1310282327119
KittieSE,36.07746013033709
