,Score
Samplay,9.033430408217136
adamkex,8.995536942563831
maXy,8.835171797895836
Unsure,8.80251618310054
DannyPhantom,8.709142792041984
Stax,8.685414565477636
Travioli,8.63419938052315
E-tie,8.590198060881399
Poppmaister6000,8.519362650561362
mikehaze (but on b0xx),8.41971514660105
Feradit,8.343803671066368
Laudandus,8.231534962324318
Dev,8.20922690256603
SmashBob SquarePants,8.200950387877175
Slox,8.035564440173758
Azzu,7.957934957692929
mordo,7.732499622209921
RPG,7.701440943686633
Isdsar,7.654452440072896
Calvin,7.549140948755024
Fout NL,7.507603924613191
Okameed,7.495580681092557
RashAttack,7.4673998295363715
4tilt,7.349283716847772
Davemon,7.279245559149498
Dr. Sigma,7.215410461024098
Admiral,7.087996795677434
Ferocitii,7.058788793650781
Webwipe,6.9788203283124375
SacaSuMoto,6.963529106182565
Kage,6.941091883744441
Jadde,6.938137087127326
Amsah,6.8095362989469095
Fauxhebro,6.803208554803868
R23,6.802561172062786
LuK,6.765815897324499
Bombo,6.758284277939035
purple sku,6.728048332153218
OkayP.,6.680564617940664
UnHaven,6.6642410385109585
100 Grand,6.660671513436297
Clutch,6.5661067766615275
VikingSeba,6.564900095671987
Kürv,6.551197429891342
Seretur,6.33820795453289
mayb,6.29275506415847
Pleasantries,6.291762401968693
Nyx,6.250656658623914
Halkettraz,6.24580224313271
3HUNA,6.188332044827732
GBlade,6.145687681697997
AlyJ,6.111355986545008
Studebacher Hoch,6.044305251052631
S+ Hiro,6.0291386934050575
Uncle mojo,6.005648101825976
Blassy,5.924324971969483
Googlyeyed,5.918960078582282
FireflyHI,5.884107032917944
TechDeath,5.877140479908343
CaptainJack,5.851379004606274
Nagy,5.843234939282233
DrLobster,5.840764107169771
Lad,5.821804816629202
Big Al,5.8179161727064885
Larry Lurr,5.806187310292304
Ralph,5.8034732022623245
$tijn,5.745489804573211
hot,5.7251350464564545
Rich,5.617711242441766
Iifter,5.613106020647546
Espi,5.556161660400656
Tempo,5.525983225125778
Deegs,5.497237254399678
10QuidShoes,5.495798266271893
Star,5.490433780888802
Zuppy,5.483173689052553
Kira,5.455885966252444
Charlon,5.440215068355961
Levingy,5.430970247446932
indy,5.426870767891373
FrozenPizza,5.421152953207761
Just Ryan,5.411373781657048
veganBoyd,5.389845609451498
Momspaghet,5.358685802991744
Deathgazer,5.324779898979098
Reesch,5.3085121527561085
ANTi,5.267524051106159
Trix,5.262382158076363
Savage,5.250600071613295
Lord English,5.174665495126332
OHAI,5.15000739316617
VirtualVoid,5.111111089116988
CronoNes,5.059858059549028
MACE,5.032331732719502
Falgoat,5.007951833371204
Vist,5.004238097873707
baka4moe,4.971646093199889
GioGio,4.943823529494514
Zepto,4.923548961048561
Passion,4.888263185959959
Kezzup,4.872379597764274
Eagle,4.842062473698667
Unspecial,4.824115062834819
Stevegil007,4.797680228444007
DF,4.7422781471041215
iiwii,4.73461843112271
Memory,4.724240903944811
Eggy,4.693950224623473
Volton,4.688466861040432
Turles,4.632688106456039
Chef Rach,4.592865023168409
bandi,4.528314186503179
ShreksWhisper,4.527225957698019
Artelind,4.523880770356979
ImperfeCt,4.470923774635585
astar,4.464320451130067
Moist,4.425787976254668
Enn,4.400377578624427
JohnnyFight,4.3977997649980525
Jah Ridin',4.391985024754748
Germ,4.373394629514567
TheBattleRifle,4.3674616190901085
Oaty,4.355579616849182
Hack,4.351970771407312
Port,4.295742224906393
Baxon,4.26618663273327
FrozenLight,4.258858527868096
comm,4.253870893672266
Porkyz,4.218121946908134
PRZ,4.19622621495304
DairDeviL,4.181660380484934
Hao,4.172909312948268
Husband,4.168397425827342
oh,4.166354712989561
Amanze,4.079393899200704
Dash,4.076965991192542
Trail,4.070280248839712
Plata,4.0636504925506625
Askeflink,4.0404183346455795
Azusa,4.030440370965458
ASL,4.025531797743824
KPAN,4.001420966768649
Sir Skaro,3.9642277302426536
Dizzy,3.938898237349041
Maher,3.9117441838156832
Nakamaman,3.9004606644192954
Lancelot,3.8967656457781854
Dazwa,3.8837339519809717
Rudolph,3.8692410049628094
Lumos,3.860092023904797
Mo $,3.8321921418560745
OG Swaglord,3.831453608713101
Santi,3.8218704541893764
Inky,3.8205826616348744
Zanguzen,3.812601577068347
Hartlax,3.810307347555451
Majersk,3.8099065648515236
Redd,3.8086134365033235
Cascade,3.800201829776936
2can,3.782508825337751
DarkFlame,3.777843160244244
Xardov,3.777777812915251
Sharkz,3.7137273924854526
MurphyPrime,3.707729176455647
TheDormouse,3.694373411453455
Spark,3.6775663319344005
Mekk,3.6733358038103887
Hatboss,3.6499121306670332
Scho,3.638904250099075
Stockholm Syndrome,3.625238396639178
Fizzle_Boy,3.5732808517619805
Snack Pack,3.5599716168907056
Bladee,3.554106537195124
Wndy,3.523048679843635
beld78,3.516514130690256
Charon,3.5036863944801375
Luma,3.4943868063314563
Cohenski,3.4833935148695776
Luigo,3.466165540697512
Sirmeris,3.4562014175629114
ORLY,3.449306028415032
Medic,3.4409518154622694
Beep,3.41770534263874
Jerk,3.404053953541368
DarkHero,3.401155252649227
Jelly,3.379480841953471
Asashi,3.3772644091119894
Navatar,3.3752445982147687
David,3.3660276475489477
Daddu,3.365876428397724
KT,3.3646109502889505
Sanne,3.359109355875347
Profanity,3.351426957842354
Aiken,3.3355366512784332
Rayd,3.325967119736004
Hyunnies,3.298635931466398
een,3.265654414164917
Balloon Day,3.2510549372124906
deathpie,3.237704993547423
oquinn,3.2227783569043074
Wero,3.19230773564601
Swiz,3.1875363245892467
kirbyvert,3.1819398940990484
KasparV,3.179616071679229
Killablue,3.1728081088784332
9Volt,3.1389188870193276
Preeminent,3.1293575200975834
Kels,3.1287616096742745
kenshu,3.1268866954957835
Tyler Mallm,3.110940872307406
Lemonjuices,3.0938986057516367
OolongT,3.0871060642735912
Mahie,3.072294399673787
eDragon,3.0564191728485817
Justus,3.0525313220086687
Naka,3.0482085478305727
Glitch,3.0470801611167593
Hanyuuki,3.0433419746925643
bradday0429,3.041316102671641
Cuno,3.040634451920884
MacD,3.0365885993553547
t o r o c h ū とろちゅう,3.030648504146038
Ac_Anon,3.0266372049832295
Guex,3.02199486234151
Nut,3.010108903751691
Krisspear,3.003122735751357
Pancakes,2.956344688851784
AcurutaX,2.948995205866088
Will Pickles,2.9365331251452904
Lysozy,2.9292127540635757
ShakeDrizzle,2.9279525970788916
Arsenals,2.9267302221296063
DLA,2.9258792778897886
Twotran,2.9226919558144075
High-C,2.8629013315070697
Young Robot,2.8553747148349227
Natendo,2.8457061984369196
LostLuggage256,2.837040866629904
West,2.835550558607727
SHIP,2.823980493928169
Jebailey,2.8239568114577933
dangit brigade 4,2.792648154661718
Danieru,2.7773306864930527
battleshock,2.774590178113008
Slade,2.7742939314690136
deepz,2.766855800545664
Coro,2.752123281803374
Socktastic,2.7495600418544424
Jerem,2.748180060127405
Kohai,2.7481364157635944
Shaeman111,2.742245881383927
DrewNG,2.725875019865013
TURBOFOX!!! ;D,2.7228685388208307
FishEatCorn,2.7214286117148325
chaos6,2.7136078110015807
Nav,2.699989498084693
CrazyDude,2.6852038717249993
Ringler,2.6766172131255743
TheRealJDawgz,2.666688961794586
HamirTime,2.6571043573002333
mixx,2.6523262272172907
Gilgadu,2.629005377524254
Doublecork,2.6286594852656124
Alex,2.6179430256475498
phax,2.6163127313588594
Q,2.6136658545554
VinVinn,2.6022226059749594
CaoBee,2.5940718268157896
Lanceinthepants,2.5936348858517313
motherfuckar owned :),2.592766411481301
Ginta,2.5916690860668807
Luu,2.5887710749080157
Bux_Baum,2.583471912414692
joepesci,2.5689344204450393
Mook,2.561651157090747
Vavi,2.559035939797578
GT,2.5484891580111833
Erik Reeds,2.5461995432169306
Goya Beans X,2.4951914852699475
Reverb,2.486278420195458
Oldiz,2.4708331845376
UwUMysticalGirl,2.4643455233167657
Captain Blowjob,2.4634679706856923
serket,2.4528459037013386
DBSammy,2.4528417924433192
Pleeba,2.4513737097343418
Hysteric,2.4484031438035014
Gibby,2.446615121836871
Nerin,2.4310705498895437
TECHNOHUY,2.426725331661242
"Tanzanyte, the Awakener",2.4111793343986756
Gino,2.4100633275051617
Esa,2.4016968965539207
Amor,2.3873227696668904
Flashburn 117,2.3849772171087693
OpaqueOne,2.3678116222793895
Thoreo,2.327727782907603
Ambisinister,2.3216320716129353
BPhan,2.3128344885579004
Dope,2.2952424432366225
Gardex,2.294735946517065
Josh Weber,2.2930783631606655
Adust,2.2912509010176687
W3EM,2.282407390527469
Professor Peen,2.274881061385287
Liang,2.2746890847042818
Taki,2.274217099887487
ff3,2.272325916259562
DFU,2.265621562658769
BOOST!,2.240739556641975
JeezImSoBored,2.2354777419896736
RaulH2O,2.2205264670336953
Ramon,2.214382235758574
SonicCynics,2.2073989880696008
MB-Smash,2.2009219808371956
Trainer Red,2.1946487661482914
Dreams,2.1918612368214303
Zeeop,2.186950296944862
Widde,2.1818318353784223
Junebug,2.17535683511392
Opportunity,2.1678118003451683
ClyveDaddy,2.16410041470687
Bstick,2.161713068876606
Babbaloo,2.1600632696352062
John Lawless,2.159180232144043
8oz,2.1400337236548292
Vari,2.1397585660075324
Johnny Turbo,2.1344729510049003
NintendOrk,2.1322498422382763
despair schlag,2.1281288067351376
MinorThreat,2.1258700032933384
Nice Climbers,2.1252563435054403
BadNewsBeta,2.106314527609237
Eggz,2.0739517557131366
dansdaman,2.072358172709297
Maxican,2.0298071847421237
Drephen,2.02580160572559
Keenan,2.0205383568072044
Siddward,2.019243709222885
Lightning,2.014880251328948
mar,2.0093894527276532
StoneBone,2.007745386565974
Daouzin,2.004976136962414
Swish,1.99415236002454
Nes,1.990714062387052
Hunybear,1.9897859188857456
Skipper,1.9874786283051837
Ham,1.98656499063547
Solo,1.9811912341953857
SandCastle412,1.979890042029961
Cloud,1.9783881525048654
Mitchell,1.9729530932271468
Disafter,1.9681841724555111
Rad Dad,1.9674486873294583
Ganobrator,1.9671433744544737
Spy,1.9624045178164664
slangblade,1.9575290624659503
Deepak,1.9570177261619701
notgud,1.9540267873415278
Mooshies,1.952164694961386
Espeon,1.9446448744123375
Gaston,1.9426434863378828
Flashback,1.938655548497434
Hex,1.9377154831045815
Scape,1.9315684385661438
Just Jason,1.923752594871786
Lomax,1.920840274937956
smelly cat,1.920289522408901
HiFi,1.918502557505132
Atlas,1.9107226901966534
Yasu,1.908937200032823
Graeme,1.9055653049057648
Man Ray,1.9053444059534619
Blaze,1.8983670117409055
Stalky,1.8868297745108467
SK92,1.8861077984616577
Strykz,1.885205837299016
Puncayshun,1.8783137434873218
Ruku,1.8634711729614075
Blake,1.8634535858585601
elclid,1.8627420148330396
Mr. Wonderful,1.8583952229606346
skullbro,1.8532027810408902
OT Eric,1.8511609661591173
KELLZ,1.8410394514291477
CEG,1.8385851302105278
MossGarden,1.8383691116738472
thesage,1.8381652348364015
chinesetaKEOut,1.837965788060906
Roche,1.8379352171580656
Raito,1.830181488882003
yuk,1.8264903524256688
Dragedo,1.8054993946109232
Leck,1.8028961049449137
Polish,1.7963522767543978
Noops,1.7955776011948443
Kyu Puff,1.7954588917866197
mattmog,1.7943667486748094
SluG,1.79188318707385
Turtle,1.791012910084394
Risc,1.7896916664688622
Watt the Flux,1.783385345326093
Psylo,1.7827971282945558
Dr. Phil,1.7784984500257877
Geb,1.777439019206323
Yalli,1.774082354477526
kev$,1.7707863449471573
Griff The Jiff,1.7642722396212518
bass,1.7598558342407973
horsecock69,1.7576751387739051
Marko64,1.7554638921244745
CANT,1.7529699470875815
Churchieboy,1.7510779027844432
Dyne,1.7504203164030052
Jeeemt,1.7493742918689659
Milkshake,1.7367758788017174
blob,1.7333555231241582
ThunderPaste,1.7265346728105015
Gym5hark,1.720568743334152
Faber,1.7171997191557233
Walby,1.7146186723166772
Kellner,1.709660995386134
Rymo,1.709202232116093
yungbami,1.7055998722441172
Gamergirl,1.704860906659512
Grognar,1.7042688474038155
Nuckels,1.6963823206329778
FUTURE!,1.6932783756904795
mand0,1.6922137387317298
Kev,1.6876417991218329
Placebo Effect,1.6873659574239044
LSD,1.6869684831892489
Ravio,1.6810186498073127
bob,1.6804013119589758
Vesetnet,1.6764135098257942
Intern,1.6696639307073515
Starlord,1.6632325403482318
Divine Buster Excellion,1.653635759157325
Afmbot,1.649279803579986
Bman,1.6460115500385322
ZettaVolt,1.6422503241183612
RemolinoFeroz,1.6411051992392216
Snow Wiener,1.6393870779591424
King Funk,1.6376534774653249
Midwest Squid,1.6361550004297039
Thomas Tipman,1.6324213617259078
Shuffle,1.6323286873904368
SteamFriedAsian,1.6306872917210518
HDC,1.6287064679378842
Gumbus,1.6283775362722666
Fuller,1.617950247078375
elicik,1.614346014995789
lecceo,1.611666216592257
Haky,1.601904146484915
Kaho,1.5977130071292653
Puppy,1.595064286759949
JSalt,1.5914007713638108
Vits,1.5856362122554417
Tian,1.575646895915824
Pi,1.5744721373410697
TBD,1.5735651557597405
Yogi,1.5698096454329233
Roi Soleil,1.5682559252450865
Darkneo754,1.5662896925719747
Uvas,1.5642869949990983
HoorayForJay,1.5577759032838632
Spiff,1.5520441404486438
Jalued,1.5514249544321346
Stone,1.5512238647714915
Abu Saud,1.5414438359663576
Evil Morty,1.5405459782477409
MassHeist,1.537408584020775
techboy,1.5364055059632538
Melo,1.5321563591683312
Zbert,1.5317901700944847
Stacy's Stepdad,1.5302053442922694
Cillit,1.5231809376064818
Voldi,1.5211710602066768
GODDISH,1.519786306203426
moky,1.5181988436234803
Sothe,1.518065091634604
Mada,1.5130498996621946
K,1.506818795902678
Wobbles,1.5051110227889133
Bobalu,1.504927907314629
cdog,1.5027682512676535
Ko$a,1.5021584437505155
Glasper,1.5006747903571314
civic,1.4921784047785147
M3K,1.4806971954804613
Ludderix,1.4716046108473684
Nuro,1.4707864053562467
Dewky,1.4682517923309408
Roochi,1.4597461538242094
Néro,1.458923867515605
The Brig,1.4568783838431125
OmitoJohnny,1.4531733866888912
John Wick,1.4446660045032278
adct,1.441081826165325
.jpg,1.4359473111331233
Ted Greene,1.4356664189896287
Bunk,1.42918498768379
Toooni,1.423795125583021
Albino,1.4173661679563314
unlucky,1.4129960499210563
Blea Gelo,1.406055457277084
Top Player Yasu,1.4052832721721762
Higgins,1.4046251809439294
Fable,1.399107556222769
Slamburger Helper,1.3946821466423733
TheEagle3805,1.3913141538306126
epengu,1.3848775833257463
iCO,1.3666775744408342
Tiger,1.366026321937233
Cottonmouth,1.3628821252236292
Tirno,1.3616756566114487
Jet Live,1.3430762177807551
Mista,1.3321251303474053
Sinbad,1.3312007927399776
Landon,1.329045404349575
Toaster Strudel,1.3262122419393463
Attempt,1.325187035771104
Sevan,1.3248640496775983
Scooby,1.3228772847939285
Mustache Massacre,1.317287526964257
soup nazi,1.3044889041260284
jmlee337,1.3010846169728243
ewd444,1.2976553045895134
Pyre,1.294542337063811
dayfly,1.2922859539690004
Ears,1.2913169799863153
Dana,1.2772864490622915
Nikstar,1.276359584399854
ced,1.274977051392907
Coastward,1.2740142190515567
SpyderJew,1.2710123484210993
2K2L,1.2626821388123677
JCubez,1.2491668524776092
rotisseriedeluxe,1.247329705298374
Names,1.2402081840190031
Lana Del Krey,1.2372096027169053
Proteus1010,1.23480415682578
BonsaiWarrior,1.232464376524785
BeggyBeggBegg,1.2320949943058874
Slop,1.2262037724570662
keith dev,1.2247153684005996
Raziel,1.2154352185994721
Gary Mayo,1.2093693795833333
22K,1.197714403704972
LilFrogurt,1.197636779208826
Nihlus,1.1955873806578436
Peridot,1.1921546167828607
Dave,1.1898272837810335
T,1.1884297611533237
Dr. GG,1.1831355170850753
Billz,1.179712047186018
lean goy,1.1774997019891602
Konjac,1.169275543231994
RepsGuy,1.159638092053302
Citrus,1.1582969386103423
SLUGFEST004,1.1577675552629665
KM,1.151188301361727
SeiK,1.1505229820443041
Betafish,1.1439443474255233
CowCowCowCowCow,1.1414219698502994
Vitamix,1.1298845981645842
Ezezo,1.1231324964196665
Icey,1.1216624631207752
Don Juan,1.1192744904054703
ybot,1.1185291968234141
Shengo,1.1169217258924435
Nuggets,1.100411460455541
Qwins,1.0977183934867556
eBay,1.0963056711031012
Seel,1.0962187700712471
Yggdrasil,1.092954668953933
Tusk,1.0886170066543688
Vanna Black,1.0870582967359845
Windrose,1.08616270251379
Kevin,1.0817308645349533
Syrinx,1.0808544571294025
Papa Nooch,1.0789583656325785
Mist,1.0762803662465776
Trademark,1.0745151877919565
Phantom,1.0739982305022
Trevor,1.072961733805767
WokeR,1.0686705539227521
Jago,1.067359324403494
Maki,1.0671807398807345
X-Rey,1.0619316281134505
Pizzaboi,1.060636791294273
Coyote,1.0598688430513064
Sobe,1.0588424269055254
Ironpiggy,1.0587352545896738
FrozenFlame,1.0546833173780295
BRAJ,1.0539402007926553
BSWA,1.0435701135536029
Salty Seth,1.0338084187744796
KayB,1.0331185025943528
Baron Brody,1.030983135808536
Proga,1.0304399842386842
Team Nick,1.0187108749763087
Chuts0n,1.015577036802327
SB,1.011265549456108
bagel,1.0021496171318498
TheBestAdamCarra,1.0
No Thank You,0.9998640804332948
Brick,0.9991022788513462
Unidex,0.9962247541514477
Medz,0.9958640830628331
akir,0.9905337550571365
El Cobrador,0.9894727289637566
ShankS,0.9882132772594479
Captain,0.9836662112534187
Smiles,0.9829322895818589
Wilbur ((BASS BOOSTED)),0.9795011280900492
Lowm0,0.9781963533497007
Luka,0.9771294240523631
Mighty,0.9690190089673552
Nitrolibre,0.9684310144292532
Baja,0.9655215281182565
I-19,0.9643602151127451
MPG,0.9627108690298063
Slow Dancer,0.9623485770066971
Aesop,0.9590203994742161
Frotaz,0.9582410566490722
Setchi,0.9554646844029229
Archer_Phantom,0.954799919868377
Grizzly,0.951739297531641
Paradox,0.9504943526163605
Dorothy Zbornak,0.947710066898324
UnclePunch,0.9395663508791463
FezWa,0.932351334241678
Figzes,0.9290585058522025
Claw,0.9275577197757392
MOM!,0.9259585677772968
ToastKitten,0.9250828329465355
Kony,0.9211011810854721
DBOI,0.9208963696451811
Fami,0.9202893232630194
Dz,0.9194931595389733
ArcadeGuy,0.9144071081177589
Kiri,0.9122879318514339
SchonWayne,0.9119529690792958
Pit,0.9110360057559674
Himself,0.9096553273383887
Elu,0.9070207888881607
Miko,0.8947770588175712
wally,0.8874962117023557
Mothra,0.887042020951835
PatCombo,0.8862411784138464
Zhu,0.8797705483788896
Benjamingil007,0.878143943196954
Bibliomaniac,0.874638132831342
Rens,0.8738676117474249
tangerine,0.8732498162934044
NoTechSkill,0.8716207716483835
Nestirr,0.8705670563041226
Ego Check,0.8705573836634928
Jotinos,0.8688928735957537
Gnasher,0.8688441008441723
Silkylaroux,0.8656437636286238
DoH,0.8640076226398241
Knicefive,0.8554346156573831
CptNebula,0.854779907106245
Dubz,0.8535545054082769
route man,0.8529716995381493
SFOP,0.8528059141716504
Sarlo,0.8525072012011403
Molten,0.8524848796544622
Gainz,0.8504621357356461
JT3,0.8426746079993257
Nice Orbit,0.8422696944673178
Kuwabara,0.837929895395574
Reb,0.8333691057037615
Pig,0.8312181637865823
Talltee,0.8288447727064598
Friendship,0.8282536797941207
Doctor Hu,0.8249674638895677
NintendoLabz,0.82037572302165
Musgraves,0.8138371300425407
Gare,0.8133822583682435
Mr. Lemon,0.8114356699658787
StarKnight,0.8103029694802726
Pvtches,0.8093922540246892
Krizski,0.8071591272723255
Snows,0.8048907501528748
Papi,0.8041428654962148
Yu,0.8024360156305033
BY15,0.7972898213804913
Harry,0.7952935556187208
Lockdown,0.7890457470156691
DahNade,0.7890206463974856
Slypig,0.7877187167066335
Ossify,0.7847731380266199
Dusk,0.7829794871021525
JNasty,0.7818788563627943
Jwilli,0.7817291783759122
Darth Ziggler,0.7783016963048301
aory,0.7783001209158056
OrangeDog,0.776523888325487
Striker,0.7749891766527943
Sherbert,0.7716259442607587
Aloe,0.76867497058254
Qerb,0.7661977794297954
LJM,0.759428867644572
Beau,0.7586144866489906
Ezan,0.7580597767283184
Clay,0.757398307846811
Bowser,0.7572591902636887
JaggedCole,0.7567149084792915
Geoff,0.7564528963047792
DJWoN,0.7538081467258957
Arslan,0.7531663305346958
Woogity Wu,0.7531336737907721
yung flaccid,0.7524044382000379
Flamingo,0.7510184734182914
Cyphus,0.7476520417976533
Machiavelli,0.7472814032387407
RAW KNEE,0.7457399998780669
Fear,0.7418506426704052
Jam,0.7408412970687088
47,0.7345407631972471
Pumpkin,0.7321305473320638
Theoneburger,0.7311013951376779
low,0.7303819402516627
Vulfaerix,0.7298004072117936
StreetBread,0.7280359679473345
Fugito,0.7274333984491572
Toffee,0.7233211005276492
Ford$,0.7218904208217425
Quist,0.7218072617012985
C-bass,0.721705295170485
Slothosaur,0.7189466193956311
maxsimon123,0.7153186200048469
Bon,0.7147967371982022
Warmmer,0.7133259167093531
Toad,0.7122255149322796
Breloom,0.7119412373191589
dismofo,0.702197637806127
Pipes,0.701723050418499
TiddyMaster5000,0.6979748678990383
Regi,0.6976202305977615
BiscuitTricks,0.6960838715151549
Mervis,0.6927602406739646
Beach,0.6916779880759956
YungChung,0.690910812300122
Tor,0.6892764514907008
Roboticphish,0.6836932931514177
Frikky,0.6751219117053457
maroon,0.6729382893688225
Spoon,0.6715029477012404
Blip,0.6703397051904485
Biggius Schlongius,0.6680820161567875
Empire,0.664897143586952
PKJoey,0.662581444128314
khale,0.6618244320825806
JBas,0.6518545383143217
EdibleRex,0.6502216210542544
RyanSavage,0.6488158159265804
Dilla,0.6484461891847424
Pants,0.6472585339554859
moxie,0.6463641730439198
Machine Learning,0.6432249957703506
roki,0.6341762672290479
TK,0.6326619425587539
Rhan,0.631007861632348
Jagerbombsoldier,0.6305276273633673
Able,0.6259937997606011
Snivy102,0.6256118739625762
lovage805,0.6248367396952341
Usleon,0.6215092839608616
Cilan,0.6212672400482688
Skolas,0.6207297466784394
Basic Stitch,0.6204369075375329
wavygravy,0.6199426292016748
Ghost_Missingno,0.6131704381355587
Damien,0.6113702605998621
Hawaiian Brian,0.6061419632440868
Chazay,0.6056381981853165
Heatedchaos,0.6019700064746552
pinkdeaf1,0.6009747470501154
Burgerbird,0.5936882766294862
Technocrow,0.584506959355275
Carlil,0.5805395397292767
Wafflejunkie,0.5800726796853062
JiM,0.5796871570714668
Kaskade,0.5776337293959131
Zenpai,0.5754816861536196
KoopaTroopa895,0.5718095247277084
Scantron,0.5683743023677019
VTS,0.5679940443563307
Bryce,0.5679899285884478
Ividboy,0.5668515510230234
Khan,0.5601772133937115
DoM,0.5539603158701478
V$,0.5535295854038398
Edgeluca,0.5510460996790707
Seru,0.5469119544966592
QTP,0.5420787684427171
Mike Mike,0.5396253902496624
JoMo,0.5390949904185325
Oukashi,0.5382919443938348
O'Sully,0.5371379620662018
Droogie,0.536757023804256
FoxyGrandpa,0.5362790895811136
TaijutsuSpec,0.5348326651827842
CMac,0.5333550569392655
Raisem,0.5319401263868029
Vurj,0.5314451731008898
Tato,0.531177376801959
Loyal,0.5296771915532705
Splish,0.5288088567876787
Independent,0.5211499916678655
JJ,0.5210840746244485
Kyule_,0.5188521040992784
DJ. Dickdown,0.518241793697257
Faizan,0.5153526701666089
Lux,0.5140667910959187
Ambr0z,0.51314646891332
Jeff Chen,0.5122661775737614
Not Thor,0.5077143886053097
K1kk0m4n,0.5048668833965682
Hoborg,0.5014732337707595
alan,0.5011195891122529
UCK,0.4969462493036252
Batterydc,0.49527395087618764
Ziggy Stardust,0.494112102510154
D-trek,0.4910948807435753
Issi^,0.4825503610798574
Waffles,0.48214516240223526
meleesean,0.48052521932756065
Sc00p,0.4778542496252829
Chockrit,0.4768252763338321
MettaMatt,0.4758418290269364
Wumbologist,0.47564104034331
Bruni,0.47336213648721737
Friso,0.4718739728022743
SillyG,0.4695161522678504
Pilot,0.4689784056437758
Fenrir,0.46834538123194003
